,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,favorite_count,retweet_count,word_count,contains_gatewaypundit,mentions_count,hashtags_count,Caps_count,contains_bad_url,contains_good_url,contains_bad_mentions,sentiment_analysis,angry_level,fear_level,happy_level,sad_level,surprise_level
8099,0,70,27,967,0,0,25,0,0,0,1,0,0,0,-0.9274,0.0,0.33,0.0,0.17,0.5
9237,1,1874,705,15409,0,0,20,1,1,0,3,0,0,1,-0.8519,0.0,0.25,0.0,0.5,0.25
14005,0,1598,1680,30584,0,0,22,0,3,2,2,0,0,0,0.5106,0.0,0.33,0.0,0.0,0.67
15900,0,2839,1548,7961,0,0,25,0,1,0,0,0,1,0,0.2732,0.0,1.0,0.0,0.0,0.0
4791,0,4515,3891,76531,0,0,43,0,2,0,5,0,0,0,-0.131,0.0,0.33,0.0,0.0,0.67
10407,0,19125,19173,29051,4,1,20,0,0,0,0,0,0,0,-0.6486,0.0,0.2,0.0,0.2,0.6
6024,0,206,792,168,3,0,47,0,2,0,0,0,0,0,0.7906,0.0,0.4,0.1,0.0,0.5
14524,0,1372,1290,62765,0,0,27,0,1,0,0,0,0,0,-0.2263,0.0,0.6,0.2,0.2,0.0
319,0,1209,1803,96107,1,0,28,0,0,0,1,0,0,0,-0.1779,0.0,0.0,0.0,0.5,0.5
16919,0,604,634,451,1,0,23,0,0,0,0,0,0,0,-0.7096,0.0,0.4,0.0,0.4,0.2
12053,0,192,22,2941,1,0,36,0,1,0,1,0,0,0,-0.7351,0.0,0.5,0.0,0.0,0.5
2375,0,11706,10906,242345,0,0,35,0,0,1,0,0,0,0,0.4404,0.0,0.5,0.17,0.0,0.33
3337,0,80,10,106,0,0,53,0,2,0,0,0,0,0,-0.171,0.0,0.25,0.0,0.5,0.25
5614,0,1453,4765,38175,2,0,24,0,1,0,1,0,0,0,0.3182,0.2,0.4,0.0,0.0,0.4
17374,0,599,5226,17889,3,1,31,0,0,0,0,0,0,0,-0.4767,0.25,0.0,0.0,0.5,0.25
5493,1,6218,5678,10600,3,7,28,1,1,0,0,0,0,1,-0.7906,0.0,0.33,0.0,0.0,0.67
7495,0,691,4683,74974,2,0,35,0,1,0,0,0,0,0,0.8658,0.0,0.5,0.17,0.0,0.33
12193,0,85,341,339,0,0,29,0,0,0,13,0,0,0,-0.8625,0.5,0.0,0.0,0.0,0.5
11489,0,4424,1179,8020,1,1,44,0,1,6,2,0,0,0,-0.8807,0.0,0.17,0.0,0.67,0.17
330,0,1400,14444,5351,38,4,33,0,1,0,0,0,0,0,0.8074,0.0,0.2,0.0,0.4,0.4
1786,0,4594,9526,112270,7,3,40,0,0,0,0,0,0,0,-0.6486,0.17,0.33,0.0,0.0,0.5
812,0,501,164,51245,0,0,22,0,7,6,6,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
1978,0,126,80,561,1,0,43,0,19,0,3,0,1,0,0.8316,0.0,0.25,0.5,0.0,0.25
3116,0,315,63,6349,0,0,22,0,0,0,0,0,0,0,0.0772,0.0,0.6,0.0,0.0,0.4
11327,0,1750,1853,2862,0,0,30,0,0,6,0,0,0,0,-0.7783,0.0,0.6,0.0,0.0,0.4
15458,0,181,30,954,0,0,45,0,1,0,2,0,0,0,-0.9201,0.12,0.12,0.12,0.25,0.38
613,1,20866,22565,14070,20,34,34,0,6,2,2,0,0,0,-0.9118,0.17,0.5,0.0,0.17,0.17
1282,0,138,15,73,0,0,32,0,0,0,0,0,0,0,-0.128,0.0,0.25,0.0,0.62,0.12
10217,0,1557,725,2755,0,0,27,0,2,1,1,0,0,0,0.8591,0.0,0.4,0.4,0.2,0.0
6734,0,50,19,147,0,0,28,0,1,0,7,0,0,0,-0.1779,0.0,0.11,0.0,0.33,0.56
7713,0,3718,1458,13722,0,0,29,0,1,2,1,0,0,0,0.9136,0.0,0.17,0.33,0.33,0.17
16332,0,109,63,2318,0,0,38,0,4,0,2,0,1,0,-0.7506,0.0,0.25,0.12,0.38,0.25
13534,1,4764,3729,1568,1,1,23,0,0,0,1,0,0,0,0.296,0.0,0.0,0.0,0.0,1.0
12319,0,42,14,611,0,0,44,0,0,0,8,0,1,0,-0.9559,0.0,0.4,0.0,0.2,0.4
17821,0,387,608,26956,0,0,26,0,4,0,4,0,0,0,-0.2732,0.0,0.67,0.0,0.33,0.0
8421,0,332,112,4772,2,1,45,0,2,0,0,0,0,0,0.5267,0.0,0.22,0.11,0.11,0.56
8513,0,1568,3437,2079,7,1,38,0,0,0,0,0,0,0,0.6369,0.0,0.0,0.5,0.5,0.0
10970,0,11425,13286,55384,0,0,43,0,2,0,0,0,1,0,-0.0366,0.09,0.36,0.09,0.18,0.27
8116,0,429,8942,7245,1,0,39,0,0,0,0,0,0,0,0.5106,0.5,0.17,0.17,0.0,0.17
11073,0,327,27599,43105,3,0,34,0,2,0,0,0,0,0,-0.4939,0.0,0.0,0.0,1.0,0.0
10172,0,640,304,27753,1,2,26,0,2,0,0,0,1,0,0.8271,0.0,0.25,0.25,0.5,0.0
9239,0,347,247,432,0,1,30,0,0,0,2,0,0,0,0.8225,0.0,0.0,1.0,0.0,0.0
12836,0,419,758,50687,2,0,25,0,2,0,1,0,0,0,0.1027,0.0,0.0,0.5,0.0,0.5
3464,0,1791,864,74243,0,0,34,0,5,8,3,0,1,0,-0.296,0.0,0.0,0.0,1.0,0.0
12627,1,4999,2709,122,1,0,32,0,4,0,0,0,0,0,0.7717,0.0,0.33,0.33,0.33,0.0
3921,0,1364,245,13294,0,0,26,0,0,0,0,0,0,0,-0.5719,0.0,0.0,0.2,0.4,0.4
9282,0,462,279,5018,0,0,43,0,3,1,4,0,0,0,-0.9516,0.0,0.33,0.0,0.33,0.33
15501,1,5229,6034,15892,1,0,22,1,1,0,0,0,0,1,-0.0772,0.0,0.5,0.0,0.0,0.5
4337,0,2652,498,111079,1,3,48,0,1,0,2,0,0,0,-0.7906,0.14,0.43,0.0,0.29,0.14
513,0,351,168,615,1,0,41,0,1,0,0,0,0,0,-0.8481,0.0,0.75,0.0,0.0,0.25
7107,0,4971,3609,121246,0,0,45,0,2,0,2,0,0,0,-0.5736,0.1,0.2,0.0,0.4,0.3
11988,0,527,1308,114288,0,0,33,0,0,0,0,0,0,0,-0.8442,0.0,0.29,0.0,0.57,0.14
12352,0,168,2659,24,1,0,37,0,0,0,0,0,0,0,0.2212,0.0,0.0,0.0,0.33,0.67
6831,0,9739,8723,29231,0,0,39,0,1,3,0,0,0,0,-0.9417,0.0,0.33,0.22,0.22,0.22
7839,0,623,307,1059,0,0,36,0,0,0,0,0,0,0,-0.5423,0.0,0.33,0.0,0.33,0.33
11730,0,1598,3070,3390,2,0,31,0,0,0,1,0,0,0,-0.4019,0.2,0.2,0.0,0.6,0.0
3018,0,1813,865,1263,1,1,33,0,2,0,2,0,0,0,-0.6249,0.0,0.5,0.0,0.33,0.17
2692,0,1809,2166,3372,0,0,22,0,0,0,0,0,0,0,0.8176,0.0,0.67,0.0,0.0,0.33
5379,0,1873,2755,4669,0,0,44,0,1,1,2,0,0,0,-0.2732,0.14,0.29,0.0,0.43,0.14
14766,0,36,1,122,0,0,39,0,0,0,0,0,1,0,-0.7112,0.0,0.0,0.0,0.5,0.5
15936,0,305,95519,2078,356,46,40,0,7,1,3,0,0,0,0.7003,0.0,0.25,0.25,0.0,0.5
11807,0,1352,3991,2002,0,0,38,0,6,6,4,0,0,0,-0.7003,0.0,0.0,0.0,0.5,0.5
8826,1,507,175,1180,0,0,21,0,0,0,1,0,0,0,-0.2732,0.2,0.2,0.0,0.2,0.4
6425,0,5977,10923,44576,5,5,38,0,4,0,1,0,0,0,-0.5106,0.0,0.0,0.0,1.0,0.0
16459,0,171,11,81,0,0,52,0,1,0,0,0,0,0,-0.7096,0.0,0.14,0.0,0.43,0.43
10334,0,451,143,8751,0,0,35,0,1,0,0,0,0,0,-0.9136,0.0,0.25,0.0,0.12,0.62
7725,0,2651,1173,39699,0,0,41,0,1,2,4,0,0,0,0.0,0.0,0.0,0.0,0.67,0.33
10629,0,65,45450,7066,61,15,40,0,1,0,2,0,0,0,0.6124,0.25,0.5,0.0,0.0,0.25
2664,0,4965,3460,12151,0,0,26,0,0,0,0,0,0,0,-0.8316,0.0,0.5,0.0,0.5,0.0
92,0,582,42,39711,1,0,42,0,0,0,0,0,0,0,-0.3818,0.0,0.17,0.0,0.17,0.67
14342,0,4260,9494,62972,102,15,36,0,1,0,3,0,0,0,-0.4767,0.0,0.4,0.0,0.2,0.4
10910,0,3647,2273,11894,1,1,25,0,0,0,0,0,0,0,-0.2732,0.5,0.25,0.0,0.0,0.25
1731,0,4999,2353,48317,2,0,29,0,2,0,1,0,0,0,-0.6124,0.0,0.0,0.0,0.0,1.0
4329,0,1835,400,6386,0,0,34,0,0,0,2,0,1,0,-0.7269,0.0,0.6,0.0,0.4,0.0
5894,0,874,928,119676,0,0,43,0,2,1,3,0,0,0,-0.9118,0.0,0.0,0.25,0.0,0.75
12128,0,37,12,264,0,0,42,0,1,0,1,0,0,0,-0.9201,0.17,0.5,0.0,0.17,0.17
13876,0,3540,3473,30581,0,0,30,0,4,0,1,0,0,0,-0.6908,0.0,0.0,0.0,1.0,0.0
2318,0,664,116,10993,0,0,40,0,1,0,2,0,0,0,0.296,0.0,0.6,0.0,0.0,0.4
17224,0,1,4,187,0,0,41,0,1,0,0,0,0,0,0.7269,0.17,0.17,0.17,0.0,0.5
10375,0,421,333,498,0,0,38,0,2,1,1,0,0,0,-0.8591,0.2,0.2,0.2,0.4,0.0
16755,0,554,49,24515,0,0,41,0,12,0,6,0,0,0,0.5106,0.5,0.0,0.5,0.0,0.0
11293,1,5001,2250,32307,2,0,20,0,4,2,12,0,0,0,-0.7184,0.0,0.0,0.0,0.0,0.0
6712,0,815,238,17326,0,0,32,0,1,0,1,0,0,0,0.0,0.0,0.67,0.0,0.17,0.17
10489,0,2777,69557,27339,266,67,43,0,1,0,1,0,0,0,-0.7202,0.0,0.38,0.12,0.12,0.38
17310,0,1129,15047,2048,4,1,21,0,2,1,1,0,0,0,0.0,0.33,0.33,0.0,0.0,0.33
1451,0,603,499,12418,2,0,32,0,2,1,0,0,1,0,-0.3612,0.17,0.5,0.0,0.0,0.33
17366,1,982,796,31691,1,1,67,0,25,1,3,1,0,1,-0.7184,0.0,0.0,0.12,0.62,0.25
3467,0,103,34,893,0,0,40,0,0,1,1,0,0,0,-0.296,0.0,0.5,0.0,0.25,0.25
9132,0,0,6,341,0,0,31,0,4,0,0,0,0,0,-0.6124,0.0,1.0,0.0,0.0,0.0
8847,0,131,59173,253,30,9,30,0,0,0,1,0,0,0,-0.6597,0.0,0.6,0.0,0.0,0.4
10405,0,1033,3237,53484,0,0,27,0,6,2,2,0,0,0,0.2732,0.0,0.8,0.2,0.0,0.0
9520,0,29,21,1871,0,0,40,0,3,0,0,0,0,0,-0.9246,0.12,0.5,0.0,0.12,0.25
5351,0,1873,2756,4669,0,0,46,0,4,0,2,0,0,0,0.8271,0.0,0.2,0.6,0.2,0.0
2794,0,34252,31990,102253,0,1,22,0,19,0,3,0,0,0,-0.5106,0.0,0.0,0.0,1.0,0.0
3869,0,1623,493,6009,1,0,32,0,19,6,4,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
8145,1,534,332,24,0,0,25,1,1,0,2,0,0,1,-0.7003,0.0,0.33,0.0,0.17,0.5
1943,0,145,92,7224,1,1,48,0,2,3,4,0,0,0,-0.4767,0.0,0.5,0.0,0.5,0.0
15259,0,3564,5416,46906,4,2,26,0,11,0,3,0,0,0,0.3612,0.0,0.0,0.33,0.33,0.33
2593,0,46,23,2326,2,0,32,0,4,0,0,0,0,0,-0.0798,0.0,0.5,0.0,0.0,0.5
9385,0,457,514,815,1,0,29,0,1,0,0,0,0,0,-0.5849,0.0,0.67,0.17,0.0,0.17
14795,0,1192,24466,105,1,1,32,0,0,0,0,0,0,0,0.5423,0.0,0.33,0.33,0.17,0.17
14811,1,41,159,12836,0,0,34,0,1,0,3,0,0,0,-0.3182,0.0,0.4,0.0,0.0,0.6
8470,1,591,120235,916,2010,723,21,0,1,0,0,0,0,0,0.25,0.0,0.33,0.33,0.33,0.0
15715,0,830,969,143663,4,0,27,0,0,0,0,0,0,0,-0.34,0.0,0.5,0.0,0.0,0.5
4526,0,861,815,2873,2,1,49,0,3,0,8,0,0,0,-0.2023,0.0,0.27,0.09,0.36,0.27
10984,0,861,83,2842,0,0,29,0,2,0,0,0,1,0,-0.5267,0.0,0.5,0.0,0.5,0.0
5304,1,12376,11308,119535,2,1,23,1,1,0,1,0,0,1,-0.3818,0.25,0.25,0.0,0.0,0.5
8914,0,304,451,25157,1,0,43,0,2,0,2,0,0,0,-0.1255,0.2,0.0,0.0,0.6,0.2
4520,0,622,71,11116,0,0,29,0,1,0,12,0,1,0,-0.5423,0.2,0.0,0.0,0.6,0.2
15677,0,1364,429,39027,0,0,26,0,1,1,1,0,0,0,-0.8225,0.33,0.0,0.0,0.67,0.0
2992,0,37756,75833,339246,2,3,22,0,2,0,2,0,0,0,0.0,0.0,0.5,0.25,0.25,0.0
10434,0,4001,2101,17413,0,0,21,0,1,0,1,0,1,0,-0.4019,0.0,0.0,0.0,0.0,1.0
5144,1,1034,321,3115,0,0,28,0,0,0,0,1,0,0,-0.7579,0.0,0.33,0.0,0.67,0.0
1511,0,1027,1228,5092,3,0,23,0,0,1,1,0,0,0,-0.2023,0.0,0.5,0.0,0.0,0.5
8727,0,1,0,30,0,0,44,0,3,1,1,0,1,0,-0.5267,0.0,0.0,0.5,0.0,0.5
5635,0,1479,429,81095,0,0,41,0,1,0,2,0,0,0,0.3129,0.0,0.75,0.0,0.0,0.25
8574,0,37,8,73,0,0,45,0,1,0,0,0,1,0,-0.6815,0.0,0.25,0.0,0.25,0.5
9129,0,23,10,266,0,0,24,0,1,0,1,0,0,0,0.2263,0.0,0.0,0.0,1.0,0.0
1513,0,1447,109,5089,0,0,47,0,1,0,1,0,0,0,-0.7964,0.0,0.0,0.0,0.5,0.5
11586,1,235,64,654,0,0,38,0,2,0,16,1,0,0,-0.0516,0.0,0.62,0.12,0.12,0.12
16599,0,26,6,77,0,0,28,0,1,19,5,0,0,0,-0.4215,0.0,0.0,0.0,0.0,0.0
17079,0,549,2664,3139,3,1,24,0,1,0,0,0,0,0,0.743,0.25,0.5,0.25,0.0,0.0
2596,0,2083,2230,68046,1,0,26,0,0,0,0,0,0,0,0.8316,0.2,0.0,0.2,0.0,0.6
14162,0,1580,1088,129549,0,0,24,0,1,0,1,0,0,0,0.354,0.0,0.0,0.25,0.5,0.25
573,0,21427,20577,215370,13,14,24,0,3,0,0,0,0,0,-0.3612,0.0,0.0,0.0,0.0,0.0
843,0,3441,3409,7454,1,0,40,0,1,0,1,0,0,0,-0.7783,0.14,0.14,0.0,0.29,0.43
4556,0,4974,3044,13778,1,0,42,0,0,0,0,0,1,0,-0.8074,0.0,0.75,0.0,0.0,0.25
7018,0,38,4,26,0,0,22,0,0,0,2,0,0,0,0.5719,0.0,0.25,0.25,0.0,0.5
8395,0,519,72,9038,0,0,44,0,0,0,0,0,0,0,0.7351,0.17,0.0,0.17,0.33,0.33
10280,0,65,39,5571,0,0,49,0,2,0,1,0,0,0,-0.6705,0.0,0.2,0.3,0.3,0.2
9757,1,57,57,417,0,0,28,0,0,0,0,0,0,0,-0.5267,0.0,0.5,0.25,0.25,0.0
5396,0,3613,6321,3829,0,0,27,0,1,0,0,0,0,0,0.5719,0.0,0.5,0.0,0.0,0.5
6057,0,87,168,19003,0,0,45,0,3,0,0,0,0,0,-0.0516,0.0,0.67,0.0,0.0,0.33
14741,0,258,171,4996,0,0,27,0,0,2,0,0,0,0,-0.6705,0.0,0.33,0.0,0.0,0.67
68,0,146,3,70,0,0,43,0,3,0,0,0,0,0,0.9161,0.0,0.2,0.2,0.2,0.4
9185,0,569,576,67610,0,0,21,0,0,0,1,0,0,0,-0.5719,0.0,0.0,0.33,0.33,0.33
7802,0,3411,1938,13315,5,2,23,0,2,2,0,0,0,0,0.8316,0.0,0.25,0.5,0.0,0.25
11522,0,38,4,719,0,0,42,0,3,0,1,0,0,0,-0.2263,0.1,0.2,0.1,0.2,0.4
10263,1,99,415,5854,0,0,43,0,6,3,4,1,0,0,0.7717,0.0,0.0,0.5,0.5,0.0
14521,0,8121,8148,38607,0,0,30,0,2,1,1,0,1,0,0.0613,0.0,0.17,0.0,0.5,0.33
6399,0,24,4,293,0,0,43,0,1,0,2,0,1,0,-0.7003,0.0,0.22,0.0,0.44,0.33
1360,0,907,807,98415,0,0,29,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0,0.33,0.67
12420,0,753,128,19305,0,0,30,0,9,3,4,0,1,0,-0.802,0.0,0.25,0.0,0.25,0.5
5691,0,258,65,14972,0,0,26,0,2,0,2,0,1,0,-0.8689,0.0,1.0,0.0,0.0,0.0
6494,0,178,407,1829,0,0,36,0,1,0,0,0,0,0,-0.6486,0.0,0.33,0.11,0.22,0.33
13874,0,275,20,2642,0,0,25,0,7,0,0,0,0,0,-0.25,0.0,0.6,0.0,0.0,0.4
15085,0,5031,5152,50163,0,0,36,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.33,0.67
10683,1,5791,5773,20219,0,0,22,0,0,0,0,1,0,0,-0.7351,0.0,0.33,0.0,0.0,0.67
8030,1,33,166,5540,0,1,26,0,0,0,1,0,0,0,-0.5574,0.0,0.2,0.0,0.2,0.6
9176,0,678,609,4833,3,0,37,0,2,0,0,0,0,0,0.8442,0.0,0.5,0.25,0.25,0.0
13881,0,1532,5492,7503,9,2,32,0,0,0,0,0,0,0,0.8225,0.0,0.5,0.5,0.0,0.0
4341,0,97,32,6106,0,0,21,0,0,0,1,0,0,0,-0.0772,0.0,0.8,0.0,0.0,0.2
3017,0,192,40,2301,0,0,47,0,4,0,2,0,0,0,0.5574,0.0,0.33,0.33,0.0,0.33
6706,0,2714,3211,3618,0,0,22,0,0,5,3,0,0,0,-0.8481,0.0,0.67,0.0,0.0,0.33
17862,1,3508,3052,22295,2,1,35,1,3,0,1,0,0,1,-0.8957,0.0,0.0,0.25,0.25,0.5
4075,1,2440,2098,3092,0,0,22,1,1,0,1,0,0,1,-0.8777,0.0,0.4,0.0,0.4,0.2
16859,0,4998,1687,14128,0,0,36,0,16,0,6,0,0,0,-0.9468,0.0,0.4,0.0,0.4,0.2
9902,0,215,1645861,178,4,0,20,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4768,0,351,132,4072,0,0,31,0,3,0,1,0,0,0,-0.9001,0.0,0.33,0.0,0.33,0.33
15148,0,176,95,664,0,0,27,0,0,0,0,0,0,0,0.5859,0.0,0.5,0.0,0.25,0.25
2115,1,174,143,56694,0,0,27,1,1,0,1,0,0,1,0.2732,0.0,0.2,0.0,0.4,0.4
12980,0,999,2178,16357,0,0,30,0,1,0,0,0,0,0,0.0772,0.0,0.5,0.0,0.0,0.5
10017,1,866,512,32667,0,1,21,1,1,2,8,0,0,1,-0.6486,0.0,0.0,0.0,0.33,0.67
15315,1,244,93,9113,0,0,26,0,6,0,6,0,0,0,-0.2732,0.0,0.0,0.0,0.0,1.0
14966,1,8144,8382,203617,0,0,24,1,1,0,7,0,0,1,0.5859,0.0,0.0,0.0,0.67,0.33
13894,0,0,1,354,2,0,43,0,2,0,1,0,0,0,-0.936,0.11,0.22,0.0,0.56,0.11
16146,0,42,2,886,0,0,50,0,5,0,1,0,1,0,-0.9186,0.2,0.2,0.0,0.2,0.4
10474,0,65,106,2270,0,0,38,0,1,0,4,0,0,0,0.0036,0.0,0.0,0.33,0.67,0.0
9972,0,592,539,12948,5,0,22,0,4,0,0,0,1,0,-0.6486,0.0,0.33,0.0,0.0,0.67
17880,0,2914,2372,24296,0,0,37,0,0,1,0,0,0,0,0.8126,0.0,0.0,0.33,0.33,0.33
12487,0,6527,6036,50186,1,2,39,0,1,3,6,0,0,0,-0.9042,0.0,0.6,0.0,0.0,0.4
9618,0,3165,284620,37376,3,1,27,0,0,0,2,0,0,0,0.3182,0.0,0.0,0.0,0.2,0.8
16425,0,1357,3971,2173,0,0,42,0,3,6,8,0,1,0,-0.9022,0.17,0.33,0.0,0.33,0.17
17219,0,512,344,13635,0,0,31,0,9,0,3,0,0,0,-0.743,0.0,0.5,0.0,0.5,0.0
11249,0,75,82,2744,2,2,43,0,3,0,2,0,0,0,-0.5423,0.17,0.33,0.0,0.17,0.33
6779,0,915,164,26247,0,0,26,0,4,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
14918,1,758,504,1487,0,0,24,1,1,0,4,0,0,1,0.3182,0.0,0.33,0.0,0.0,0.67
6225,0,352,143,5105,0,0,27,0,0,0,0,0,0,0,-0.4767,0.0,0.4,0.0,0.0,0.6
5134,0,221,53,1732,0,0,25,0,0,0,0,0,1,0,-0.3983,0.0,0.0,0.0,0.5,0.5
7974,0,1408,2934,32491,0,0,25,0,0,0,2,0,1,0,0.8126,0.25,0.25,0.0,0.0,0.5
16945,0,43214,43429,162351,8,2,21,0,0,0,0,0,0,0,0.7717,0.0,0.0,0.5,0.0,0.5
8452,1,517,276,5918,5,5,33,0,0,0,1,0,0,0,-0.7184,0.0,0.33,0.0,0.33,0.33
11506,0,0,1,3,0,0,38,0,8,0,30,0,0,0,-0.8074,0.0,0.0,0.0,0.2,0.8
9747,0,3668,2318,117783,3,1,39,0,2,0,1,0,0,0,-0.791,0.11,0.44,0.11,0.22,0.11
11960,0,769,270,8806,2,0,32,0,1,0,0,0,0,0,-0.4404,0.0,0.71,0.0,0.0,0.29
13035,0,210,79,710,0,0,39,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.5,0.5
2036,0,84,279,23503,0,0,39,0,1,0,3,0,0,0,-0.3818,0.0,0.0,0.0,0.33,0.67
3065,0,7029,6414,472813,8,1,30,0,3,0,1,0,0,0,-0.8176,0.33,0.17,0.0,0.5,0.0
16199,1,108,87,2428,0,0,43,0,10,0,6,0,0,0,-0.8126,0.0,0.5,0.0,0.5,0.0
7416,0,52,41,19704,0,0,25,0,1,0,0,0,0,0,-0.6705,0.0,0.67,0.0,0.0,0.33
16999,0,1992,6171,14776,0,0,21,0,0,0,1,0,0,0,0.2732,0.5,0.0,0.0,0.0,0.5
11297,0,548,40,8163,1,0,31,0,1,0,0,0,1,0,-0.296,0.0,0.4,0.0,0.4,0.2
15867,0,272,58,5709,0,0,42,0,0,0,0,0,1,0,0.9152,0.14,0.29,0.43,0.14,0.0
6630,0,2379,1403,7857,0,0,39,0,7,0,2,0,0,0,-0.3729,0.0,0.75,0.0,0.0,0.25
1041,0,2658,1013,1463,0,0,24,0,0,0,0,0,1,0,-0.2732,0.33,0.33,0.0,0.0,0.33
15724,0,805,8235,2137,50,9,33,0,3,7,4,0,0,0,0.8885,0.0,0.6,0.0,0.2,0.2
9419,0,6076,5763,40102,0,0,27,0,4,5,3,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
7731,0,2834,1808,45630,7,3,48,0,1,0,1,0,0,0,-0.1779,0.0,0.5,0.0,0.17,0.33
1413,0,9154,8541,80999,0,0,41,0,2,2,2,0,0,0,-0.9531,0.0,0.2,0.0,0.4,0.4
114,1,2255,4413,40393,0,0,30,1,3,5,0,0,0,1,-0.25,0.0,0.5,0.0,0.5,0.0
7019,0,835,320,3,1,0,92,0,50,2,6,0,1,0,0.7269,0.0,0.6,0.2,0.2,0.0
4250,0,837,843,97072,2,0,30,0,1,13,3,0,0,0,-0.7269,0.0,0.33,0.0,0.0,0.67
230,0,45,48,22368,0,0,31,0,5,0,11,0,1,0,-0.7269,0.0,0.17,0.0,0.17,0.67
4404,0,1,1,138,0,0,35,0,1,0,0,0,1,0,-0.836,0.0,0.4,0.0,0.2,0.4
14823,0,907,1024,955,0,0,37,0,0,3,0,0,0,0,0.5106,0.0,0.57,0.14,0.14,0.14
13708,0,0,1,354,0,0,43,0,2,0,1,0,0,0,-0.936,0.11,0.22,0.0,0.56,0.11
2746,0,221,178,5723,0,0,38,0,5,0,4,0,1,0,-0.3182,0.2,0.2,0.0,0.4,0.2
7434,0,4,61,10141,1,0,30,0,4,0,2,0,0,0,0.6808,0.0,0.0,0.0,0.0,1.0
10650,0,2324,1393,9704,0,0,31,0,2,0,1,0,0,0,-0.8402,0.33,0.0,0.0,0.33,0.33
5813,0,614,496,25856,0,0,45,0,3,0,0,0,0,0,0.8953,0.0,0.2,0.0,0.4,0.4
10255,0,1911,2899,9063,3,0,21,0,0,0,1,0,0,0,0.8625,0.0,0.0,0.2,0.2,0.6
16970,0,952,110,7056,0,1,34,0,3,0,2,0,0,0,-0.765,0.33,0.33,0.0,0.33,0.0
17763,0,79,72,15034,0,0,40,0,0,1,0,0,0,0,-0.5106,0.0,0.2,0.4,0.0,0.4
8187,0,900,281,59750,1,0,36,0,1,1,7,0,0,0,-0.9062,0.0,0.0,0.62,0.25,0.12
10419,0,1175,423,2738,0,0,28,0,3,0,1,0,0,0,-0.3818,0.0,0.67,0.0,0.33,0.0
2703,0,2,1,129,0,0,21,0,5,0,0,0,0,0,-0.6369,0.0,0.0,0.0,1.0,0.0
3680,0,1214,445,17984,0,0,36,0,0,0,0,0,0,0,-0.743,0.12,0.38,0.12,0.0,0.38
15830,0,421,166,14618,1,0,35,0,7,1,2,0,1,0,0.6486,0.0,0.0,0.0,0.0,1.0
4514,0,8000,7793,89085,0,0,31,0,1,0,1,0,0,0,-0.9169,0.17,0.5,0.17,0.0,0.17
3598,0,229,41,223,0,1,36,0,3,0,1,0,0,0,-0.8126,0.0,0.0,0.0,0.8,0.2
10821,0,584,486,1388,0,0,30,0,1,0,1,0,0,0,-0.8519,0.2,0.6,0.0,0.2,0.0
10714,0,4370,2918,6233,6,4,41,0,0,0,0,0,0,0,-0.8301,0.14,0.29,0.0,0.14,0.43
12446,0,194,104,1529,0,0,31,0,0,0,0,0,0,0,-0.4939,0.17,0.33,0.17,0.17,0.17
6634,0,69,26,7432,0,0,25,0,1,4,0,0,1,0,-0.7478,0.0,0.0,0.0,0.5,0.5
6922,1,999,1519,37554,0,0,23,1,1,0,4,0,0,1,0.6808,0.0,0.25,0.0,0.0,0.75
16416,0,8230,12586,75299,16,11,44,0,0,0,3,0,0,0,0.2023,0.0,0.83,0.0,0.0,0.17
15582,0,181,30,954,0,0,48,0,3,0,3,0,0,0,-0.9153,0.0,0.2,0.0,0.4,0.4
15297,0,1434,889,10459,0,0,24,0,0,0,0,0,0,0,-0.4019,0.17,0.5,0.0,0.33,0.0
6808,0,812,670,15366,0,0,28,0,1,2,0,0,0,0,-0.1779,0.0,0.33,0.33,0.0,0.33
11880,1,2324,1170,6474,3,0,38,0,0,0,10,1,0,0,0.6808,0.0,0.3,0.2,0.2,0.3
8523,1,1143,1341,4494,2,1,40,0,1,0,1,0,0,0,0.8126,0.0,0.8,0.2,0.0,0.0
16208,0,461,264,1846,4,1,24,0,0,0,1,0,0,0,-0.0191,0.0,0.25,0.25,0.0,0.5
7582,0,250,1773,2206,51,13,29,0,0,0,0,0,0,0,0.3182,0.0,0.4,0.2,0.4,0.0
12248,0,222,192,11725,1,1,55,0,8,0,2,0,0,0,0.2999,0.1,0.3,0.1,0.3,0.2
8471,0,68,40,24006,3,0,50,0,44,0,1,0,0,0,0.2263,0.0,0.0,0.0,0.0,1.0
13783,0,402,586,70,0,0,24,0,0,0,1,0,0,0,0.0,0.0,0.5,0.0,0.25,0.25
1780,0,1137,288,7788,0,0,29,0,0,1,0,0,0,0,-0.7096,0.0,0.5,0.0,0.25,0.25
7412,0,2871,513306,5399,280,85,35,0,1,0,0,0,0,0,-0.2732,0.0,0.5,0.0,0.5,0.0
