,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,favorite_count,retweet_count,contains_profanity,word_count,contains_gatewaypundit,mentions_count,hashtags_count,Caps_count,contains_bad_url,contains_good_url,contains_bad_mentions,contains_good_mentions,contains_bad_hashtags,contains_good_hashtags,sentiment_analysis,contains_bad_words,contains_good_words,angry_level,fear_level,happy_level,sad_level,surprise_level
10933,0,246,772,33904,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,-0.7096,0,0,0.0,0.79,0.0,0.0,0.21
967,0,35,95,23751,0,0,0,0,24,0,3,3,1,0,1,0,0,0,0,-0.2741,0,0,0.0,1.0,0.0,0.0,0.0
13206,1,289,1006,32291,0,0,0,0,24,1,1,0,5,0,0,1,0,0,0,-0.7184,0,1,0.0,0.0,0.0,0.33,0.67
3143,1,7128,5813,5730,0,0,0,0,39,0,4,4,8,0,0,0,0,1,0,0.4404,0,1,0.0,0.67,0.0,0.33,0.0
4836,0,1541,786,6309,0,0,0,0,21,0,3,6,2,0,0,0,1,0,0,0.0,0,0,0.0,0.5,0.0,0.25,0.25
5479,1,51472,50686,164,0,2,1,0,42,0,0,0,1,0,0,0,0,0,0,-0.8342,0,0,0.5,0.0,0.0,0.5,0.0
13262,1,10680,9699,1686,0,1,0,0,24,1,1,0,5,0,0,1,0,0,0,-0.7184,0,1,0.0,0.0,0.0,0.33,0.67
4999,1,860,8233,1026,0,0,0,0,25,0,0,0,2,0,0,0,0,0,0,0.743,0,0,0.0,0.4,0.2,0.0,0.4
2498,0,6514,6424,5076,0,0,0,0,35,0,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.25,0.0,0.25,0.5
9657,0,661,291,8238,0,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0.886,0,0,0.25,0.25,0.25,0.0,0.25
13348,0,8,21,25,0,0,0,0,43,0,3,0,1,0,0,0,0,0,0,-0.2321,0,0,0.0,0.67,0.0,0.33,0.0
12623,0,784,308,37906,0,2,0,0,35,0,6,0,5,0,1,0,0,0,0,-0.743,0,0,0.2,0.4,0.0,0.2,0.2
11816,0,4390,3268,743,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,-0.8442,0,0,0.0,1.0,0.0,0.0,0.0
11833,1,1550,653,3970,0,0,0,0,24,1,1,0,3,0,0,1,0,0,0,-0.3818,0,0,0.0,0.0,0.0,0.0,1.0
14093,1,6378,5898,25459,0,2,0,0,41,1,1,0,0,0,0,1,0,0,0,-0.6251,0,0,0.14,0.71,0.14,0.0,0.0
13143,1,1203,774,8944,0,3,0,0,24,1,1,0,5,0,0,1,0,0,0,-0.7184,0,1,0.0,0.0,0.0,0.33,0.67
13583,0,1079,271,4388,0,0,0,0,26,0,5,0,10,0,0,0,0,0,0,-0.8296,0,0,0.14,0.14,0.14,0.29,0.29
3821,0,688,662,26212,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,-0.765,0,0,0.0,0.14,0.0,0.57,0.29
6137,1,1046,511,2961,0,0,0,0,30,1,1,0,2,0,0,1,0,0,0,0.25,0,0,0.0,0.5,0.0,0.0,0.5
8256,0,300,9,2317,0,0,0,0,24,0,12,0,4,0,1,0,1,0,0,0.0,0,1,0.5,0.0,0.0,0.5,0.0
11850,1,1961,922,5390,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0,-0.6908,0,0,0.0,0.0,0.38,0.25,0.38
2554,0,48,57,0,0,0,0,0,36,0,1,0,0,0,1,0,0,0,0,0.4404,0,0,0.25,0.0,0.0,0.75,0.0
4446,0,1068,274,4388,0,0,0,0,24,0,2,1,5,0,0,0,0,0,0,-0.8834,0,0,0.0,0.4,0.4,0.2,0.0
13147,0,2761,3876,4649,0,0,0,0,36,0,0,1,0,0,0,0,0,0,0,0.8271,0,0,0.0,0.14,0.14,0.29,0.43
5271,1,8348,7983,130971,0,0,0,0,49,0,0,0,13,0,0,0,0,0,0,-0.875,0,1,0.0,0.4,0.0,0.2,0.4
8309,0,105,1128,0,0,0,0,0,28,0,0,2,0,0,0,0,0,0,0,-0.5719,0,0,0.0,0.0,1.0,0.0,0.0
1624,0,1215,1465,200877,0,1,0,0,21,0,1,0,0,0,1,0,0,0,0,0.296,0,0,0.0,0.0,0.0,0.0,1.0
11734,0,1172,1230,9595,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0.5,0.0,0.0,0.5
5259,1,557,134,21548,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,-0.4019,0,0,0.0,0.0,0.33,0.67,0.0
17564,0,10,2,39,0,0,0,0,26,0,2,0,0,0,0,0,0,0,0,-0.8707,0,0,0.0,0.5,0.0,0.5,0.0
2480,1,1615,195,5319,0,0,0,0,29,1,1,0,5,0,0,1,0,0,0,0.2732,0,0,0.0,0.0,0.33,0.33,0.33
1321,0,54209,1054247,1395,1,2,0,0,30,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0
9394,1,331,271,9373,0,1,1,0,56,0,50,0,2,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0.0,0.0,0.0
13936,0,94,6,1267,0,0,0,0,27,0,1,0,0,0,1,0,0,0,0,-0.5719,0,0,0.33,0.0,0.0,0.33,0.33
7668,0,1653,2568456,264,1,1055,274,0,28,0,0,0,1,0,0,0,0,0,0,0.5574,0,1,0.0,0.0,0.0,0.0,1.0
3938,0,290,137,516,0,0,0,0,30,0,2,0,1,0,0,0,1,0,0,0.765,0,0,0.0,0.43,0.29,0.14,0.14
4123,0,204,139,2207,0,0,0,0,37,0,1,0,0,0,0,0,0,0,0,-0.3732,0,0,0.0,0.17,0.5,0.33,0.0
1261,0,92,67,17343,0,0,0,1,32,0,11,0,13,0,0,0,1,0,0,-0.3818,0,0,0.5,0.0,0.0,0.0,0.5
13511,0,0,0,223,0,0,0,1,27,0,1,0,0,0,1,0,0,0,0,-0.0772,0,0,0.0,0.0,0.0,0.5,0.5
3474,0,392,328,2992,0,0,0,0,37,0,0,1,2,0,1,0,0,0,0,-0.6908,0,1,0.0,0.0,0.0,0.33,0.67
16546,0,28,37,14,0,0,0,0,44,0,1,0,0,0,1,0,0,0,0,-0.25,0,0,0.0,0.14,0.43,0.14,0.29
4660,0,977,253,1433,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,-0.9287,0,0,0.33,0.0,0.0,0.5,0.17
970,1,47,142,8090,0,0,0,0,22,1,1,0,0,0,0,1,0,0,0,0.4019,0,0,0.0,0.4,0.0,0.4,0.2
6138,0,4863,30638,121442,0,21,11,0,23,0,7,2,2,0,0,0,0,0,0,-0.128,0,1,0.0,0.25,0.25,0.25,0.25
15720,1,709,736,7244,0,0,0,0,22,0,0,0,2,1,0,0,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0,0.75
4751,0,922,273,15929,0,0,0,0,32,0,0,1,2,0,0,0,0,0,0,-0.0516,0,1,0.0,0.4,0.2,0.2,0.2
4226,0,1317,424,40064,0,0,0,0,48,0,0,1,0,0,1,0,0,0,0,0.0,0,1,0.0,0.25,0.0,0.0,0.75
7765,0,3074,1196,21770,0,0,0,0,45,0,2,6,1,0,0,0,1,0,0,0.5267,0,0,0.17,0.17,0.0,0.33,0.33
1034,0,6307,7791,95067,0,1,1,0,42,0,1,1,2,0,0,0,1,0,0,-0.5271,0,1,0.0,0.86,0.0,0.0,0.14
7044,0,3018,652,20112,0,3,0,0,24,0,0,0,0,0,1,0,0,0,0,0.8074,0,0,0.0,0.0,1.0,0.0,0.0
828,0,4887,4251,107045,0,0,0,0,21,0,1,1,0,0,1,0,0,0,0,-0.5994,0,0,0.0,0.0,0.5,0.5,0.0
5815,0,284,637,5753,0,2,0,0,44,0,3,0,1,0,0,0,1,0,0,-0.8176,0,0,0.0,0.75,0.0,0.25,0.0
5377,0,2886,1294,69851,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,-0.5413,0,0,0.0,0.25,0.0,0.25,0.5
13639,1,10880,10876,235914,0,5,0,0,24,1,1,0,4,0,0,1,0,0,0,0.7717,0,0,0.0,0.2,0.4,0.0,0.4
15621,0,234,225,24573,0,1,0,0,36,0,3,0,2,0,0,0,0,0,0,-0.25,0,0,0.11,0.44,0.0,0.22,0.22
1767,0,109,72,10446,0,1,0,0,24,0,2,1,1,0,1,0,0,0,0,-0.8481,0,0,0.0,0.0,0.0,0.25,0.75
6515,0,4960,3819,37700,0,0,0,1,34,0,0,4,0,0,0,0,0,0,0,-0.6935,0,0,0.0,0.33,0.33,0.0,0.33
17320,0,4996,3005,2390,0,0,0,0,24,0,1,0,0,0,1,0,0,0,0,-0.5859,0,0,0.25,0.25,0.0,0.0,0.5
9301,0,885,196,540,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0.0,0.33,0.0,0.33,0.33
13176,1,65,78,16,0,1,1,0,24,1,1,0,5,0,0,1,0,0,0,-0.7184,0,1,0.0,0.0,0.0,0.33,0.67
11750,0,5000,3852,141522,0,1,0,0,52,0,1,0,4,0,0,0,0,0,0,-0.8885,0,0,0.17,0.17,0.0,0.33,0.33
7874,0,322,742,275,0,4,1,0,43,0,0,2,2,0,1,0,0,0,0,0.9081,0,0,0.0,0.17,0.33,0.0,0.5
13720,1,1896,2155,390,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,-0.93,0,0,0.0,0.5,0.0,0.0,0.5
11812,1,1876,1256,10037,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,-0.3818,0,0,0.0,0.0,0.0,0.0,1.0
12210,0,1475,814,4624,0,0,0,0,25,0,8,0,2,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,1.0,0.0
16475,0,3070,3079,48201,0,1,0,0,48,0,1,0,1,0,0,0,1,0,0,-0.7184,0,1,0.0,0.17,0.0,0.0,0.83
8393,0,28,0,10,0,0,0,0,37,0,5,0,1,0,0,0,0,0,0,-0.91,0,0,0.0,0.4,0.0,0.2,0.4
13240,1,10593,10458,17217,0,1,1,0,25,0,0,0,5,0,0,0,0,0,0,-0.3612,0,0,0.11,0.33,0.0,0.22,0.33
1768,0,0,0,6,0,0,0,0,44,0,1,0,1,0,1,0,0,0,0,-0.3182,0,0,0.0,0.0,0.25,0.25,0.5
15188,1,4416,4071,58912,0,7,3,0,30,1,1,0,1,0,0,1,0,0,0,-0.6369,0,0,0.2,0.4,0.0,0.0,0.4
6072,0,95,6,789,0,0,0,0,42,0,1,1,0,0,0,0,0,0,0,-0.8262,0,0,0.0,0.0,0.0,0.33,0.67
5833,0,52,1,65,0,0,0,1,37,0,1,0,1,0,0,0,0,0,0,-0.872,0,0,0.0,0.33,0.0,0.33,0.33
6903,0,2300,435,12636,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0.5423,0,0,0.0,0.17,0.17,0.17,0.5
10447,0,14,0,22,0,0,0,0,30,0,1,0,4,0,1,0,0,0,0,-0.8658,0,0,0.29,0.0,0.0,0.71,0.0
4400,0,1299,630,172956,0,1,0,0,21,0,1,0,0,0,1,0,0,0,0,-0.5106,0,0,0.0,0.5,0.0,0.0,0.5
3120,0,589,152,41439,0,0,0,0,36,0,4,0,0,0,0,0,1,0,0,-0.4767,0,0,0.0,0.5,0.0,0.5,0.0
14746,0,4969,4197,167723,0,0,0,0,26,0,0,0,1,0,1,0,0,0,0,-0.7195,0,0,0.0,0.25,0.0,0.5,0.25
2935,0,4997,3149,113724,0,1,0,0,44,0,0,0,3,0,0,0,0,0,0,-0.1989,0,0,0.17,0.0,0.0,0.5,0.33
12937,0,76,35,208,0,0,0,1,27,0,2,0,0,0,1,0,0,0,0,-0.7351,0,0,0.14,0.71,0.14,0.0,0.0
15159,0,151,54,10450,0,0,0,1,20,0,0,0,1,0,0,0,0,0,0,-0.8481,0,0,0.0,0.5,0.0,0.5,0.0
13581,0,16,3,22,0,1,0,0,30,0,1,0,0,0,0,0,0,0,0,-0.5267,0,0,0.0,0.17,0.33,0.5,0.0
10766,0,68,3902,1927,0,0,0,0,48,0,0,0,1,0,0,0,0,0,0,0.3612,0,0,0.2,0.4,0.2,0.0,0.2
10336,0,58,2,990,0,0,0,0,37,0,3,1,22,0,0,0,0,0,0,-0.3818,0,0,0.0,0.0,0.0,0.0,1.0
16328,0,1074,284,34055,0,0,0,0,31,0,3,0,3,0,0,0,0,0,0,-0.5994,0,0,0.0,0.0,0.0,1.0,0.0
6315,0,7753,7656,77192,0,3,2,0,27,0,0,0,0,0,0,0,0,0,0,-0.8979,0,0,0.0,0.0,0.5,0.0,0.5
5123,1,2108,2110,141,0,0,0,0,27,1,1,0,1,0,0,1,0,0,0,-0.836,0,0,0.0,0.83,0.0,0.0,0.17
10250,1,4991,3101,60235,0,1,1,0,22,0,1,1,1,1,0,0,0,0,1,0.6369,0,0,0.0,0.33,0.0,0.0,0.67
13614,0,62837,70247,62085,0,11,3,0,32,0,0,0,0,0,1,0,0,0,0,-0.0516,0,0,0.0,0.5,0.0,0.0,0.5
16060,0,367,172,17438,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0.7783,0,0,0.0,0.2,0.0,0.2,0.6
9880,0,3098,4990,8125,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0.4588,0,0,0.0,0.0,0.5,0.5,0.0
16612,0,1533,420,60004,0,0,0,0,41,0,4,0,1,0,0,0,0,0,0,-0.6124,0,0,0.0,0.0,0.0,0.75,0.25
6921,0,52,4,238,0,0,0,0,23,0,0,0,1,0,1,0,0,0,0,-0.6369,0,0,0.0,0.25,0.0,0.5,0.25
17411,0,989,318,23215,0,1,2,0,31,0,12,0,2,0,0,0,0,0,0,0.2263,0,0,0.0,0.33,0.0,0.67,0.0
9409,0,285435,307004,89241,0,9,4,0,39,0,0,0,0,0,0,0,0,0,0,-0.6597,0,0,0.25,0.62,0.0,0.0,0.12
11024,0,4995,2171,77745,0,0,0,0,25,0,0,1,10,0,0,0,0,0,0,-0.836,0,0,0.33,0.33,0.0,0.0,0.33
4622,0,570,1220,11443,0,0,0,0,32,0,0,2,1,0,0,0,0,0,0,-0.7579,0,0,0.0,0.4,0.0,0.4,0.2
13113,1,8872,9116,41900,0,2,0,0,27,0,0,0,5,0,0,0,0,0,0,-0.7184,0,1,0.0,0.0,0.0,0.5,0.5
16763,0,1646,1020,1,0,0,0,0,43,0,1,1,0,0,0,0,1,0,0,0.9698,0,0,0.0,0.43,0.14,0.29,0.14
9254,1,432,37,84,0,0,0,0,40,0,5,0,4,0,0,0,0,0,0,-0.7003,0,1,0.5,0.5,0.0,0.0,0.0
2405,1,10356,11113,6629,0,1,1,0,43,0,2,5,5,0,0,0,0,0,0,-0.7269,0,1,0.17,0.33,0.0,0.33,0.17
621,1,4812,8032,42909,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0.3182,0,0,0.0,0.33,0.33,0.0,0.33
5461,0,790,552,750,0,1,2,0,21,0,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.33,0.0,0.33,0.33
8653,0,119,3263,124632,0,0,0,0,41,0,2,0,1,0,0,0,1,0,0,-0.6369,0,0,0.0,0.0,0.0,0.0,1.0
3128,0,4826,2255,78545,0,0,0,0,33,0,10,0,6,0,0,0,1,0,0,-0.6124,0,0,0.0,0.33,0.0,0.33,0.33
2684,0,121,107,2218,0,0,0,0,44,0,0,0,1,0,0,0,0,0,0,0.9062,0,0,0.0,0.4,0.2,0.2,0.2
10529,0,253,18,591,0,0,0,0,47,0,1,4,1,0,0,0,0,0,0,-0.4501,0,0,0.0,0.17,0.0,0.5,0.33
12113,0,1805,279,11345,0,0,0,0,48,0,1,0,32,0,0,0,0,0,0,-0.7022,0,1,0.0,0.43,0.0,0.14,0.43
3125,1,6317,5741,79371,0,0,0,0,44,0,1,0,0,1,0,0,0,0,0,0.8271,0,1,0.3,0.2,0.1,0.2,0.2
13332,0,4425,4662,347878,0,2,1,0,36,0,2,0,0,0,0,0,0,0,0,0.4019,0,0,0.17,0.5,0.0,0.0,0.33
11616,0,3,10,274,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,-0.7964,0,0,0.0,0.75,0.0,0.25,0.0
17713,0,933,213,57682,0,0,0,0,22,0,3,0,2,0,0,0,0,0,0,-0.6705,0,1,0.0,0.0,0.0,1.0,0.0
14773,0,2929,2315,16,0,0,0,1,24,0,1,0,0,0,0,0,1,0,0,-0.6808,0,0,0.0,0.0,0.0,0.2,0.8
15248,0,2074,23579,1063,1,12,1,0,31,0,0,1,0,0,0,0,0,0,0,-0.7188,0,0,0.0,0.25,0.0,0.75,0.0
15505,0,39,4,192,0,0,0,0,48,0,3,0,1,0,1,0,0,0,0,-0.8834,0,0,0.0,0.25,0.12,0.12,0.5
4168,0,6182,6078,248182,0,0,0,0,45,0,1,2,1,0,0,0,0,0,0,-0.6369,0,0,0.0,0.33,0.0,0.33,0.33
1020,0,691,156,10604,0,0,0,0,56,0,4,0,1,0,0,0,1,0,0,-0.7495,0,0,0.0,0.0,0.0,0.33,0.67
6946,0,136,140,33310,0,0,0,0,48,0,1,0,1,0,0,0,0,0,0,-0.5242,0,0,0.12,0.38,0.0,0.38,0.12
3826,1,6573,6205,150907,0,0,0,0,29,0,1,0,1,1,0,0,0,0,0,-0.7184,0,0,0.0,0.0,0.0,0.4,0.6
10416,0,8,10,104,0,0,0,0,42,0,2,0,1,0,0,0,0,0,0,-0.8074,0,0,0.1,0.3,0.1,0.3,0.2
17630,1,1137,1085,17323,0,1,0,0,26,0,1,0,0,1,0,0,0,0,0,-0.802,0,0,0.0,1.0,0.0,0.0,0.0
6098,0,3498,3439,30683,0,0,0,0,43,0,3,0,3,0,0,0,0,0,0,-0.93,0,0,0.14,0.29,0.0,0.14,0.43
4149,0,2249,1266,87736,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,-0.5267,0,0,0.0,0.25,0.0,0.5,0.25
7656,0,4706,3894,30162,0,0,0,0,38,0,2,0,1,0,1,0,0,0,0,-0.25,0,0,0.0,0.33,0.33,0.33,0.0
9672,1,996,198,20552,0,0,0,0,33,1,1,0,13,0,0,1,0,0,0,-0.1531,0,0,0.0,0.33,0.0,0.33,0.33
5838,1,62,7581,458,0,5,4,0,24,0,2,2,2,1,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0
11347,1,5285,5283,19275,0,0,0,0,28,1,1,0,0,0,0,1,0,0,0,-0.3818,0,0,0.0,0.33,0.0,0.33,0.33
6914,0,48,24,4256,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0,0.5
15079,0,763,69,5288,0,0,0,0,28,0,8,0,3,0,0,0,1,0,0,0.0,0,1,0.0,0.0,0.0,1.0,0.0
11345,0,222,81,7594,0,1,1,0,32,0,2,0,1,0,0,0,0,0,0,0.6808,0,0,0.25,0.0,0.25,0.0,0.5
729,0,4702,9585,7377,1,24,9,0,23,0,1,0,2,0,0,0,0,0,0,-0.7184,0,1,0.0,0.33,0.0,0.0,0.67
11334,0,728,605,3849,0,1,0,0,36,0,4,0,2,0,0,0,0,0,0,0.3818,0,0,0.0,0.67,0.0,0.33,0.0
14364,0,4882,6236,18342,0,5,2,0,39,0,0,0,0,0,0,0,0,0,0,-0.1027,0,0,0.33,0.17,0.0,0.33,0.17
17646,0,593,5507,1274,0,8,0,0,42,0,0,0,0,0,0,0,0,0,0,-0.765,0,0,0.0,0.22,0.0,0.44,0.33
4955,0,55,8,1165,0,0,0,0,29,0,6,0,1,0,0,0,0,0,0,-0.7096,0,0,0.0,0.0,0.0,1.0,0.0
13219,0,1679,1044,108444,0,3,1,0,27,0,3,0,0,0,0,0,0,0,0,0.4939,0,0,0.0,0.0,0.0,0.0,1.0
10205,1,451,552,14486,0,1,0,0,26,0,1,6,1,0,0,0,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0,0.75
10769,0,8010,7349,86032,0,0,0,0,31,0,3,1,1,0,0,0,0,0,0,-0.5994,0,0,0.0,0.2,0.2,0.4,0.2
7458,0,3022,3295,93985,0,30,1,0,20,0,2,0,0,0,1,0,0,0,0,0.4215,0,0,0.0,0.0,0.33,0.0,0.67
3603,0,6065,6894,239776,0,3,2,0,24,0,1,0,0,0,0,0,0,0,0,0.6124,0,0,0.0,0.0,0.0,0.0,1.0
8743,1,173,130,6915,0,0,0,0,43,0,3,0,3,0,0,0,0,0,0,0.6808,0,0,0.0,0.33,0.0,0.33,0.33
7822,0,582,2767,1269,0,0,0,0,29,0,1,3,2,0,0,0,1,0,0,0.4404,0,0,0.0,0.0,0.0,0.0,0.0
13372,1,1325,3620,40227,0,1,0,0,45,0,1,0,2,0,0,0,0,0,0,-0.8207,0,1,0.0,0.4,0.0,0.0,0.6
10711,0,5,2,392,0,0,0,0,55,0,1,0,3,0,0,0,0,0,0,-0.8779,0,0,0.0,0.0,0.0,0.25,0.75
5659,0,25,8,673,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,-0.4939,0,0,0.5,0.0,0.0,0.5,0.0
8845,0,197,1152,382,0,0,0,1,41,0,2,0,2,0,0,0,0,0,0,-0.5859,0,0,0.0,0.0,0.0,0.5,0.5
17124,0,306,75,25440,0,0,0,0,24,0,8,0,2,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0
3069,1,299,9,2321,0,0,0,0,32,0,12,0,5,0,0,0,1,0,0,-0.6808,0,0,0.0,0.2,0.0,0.4,0.4
3752,0,7483,6803,98922,0,1,0,0,42,0,0,0,0,0,0,0,0,0,0,-0.9509,0,0,0.0,0.29,0.0,0.29,0.43
8232,0,729,268,2583,0,0,0,0,42,0,2,0,1,0,0,0,0,0,0,-0.6486,0,0,0.0,0.67,0.0,0.33,0.0
12317,0,2015,1843,141990,0,1,1,0,39,0,2,3,2,0,1,0,0,0,0,0.6848,0,1,0.2,0.6,0.0,0.0,0.2
17521,0,2322,1925,99086,0,0,0,0,28,0,1,0,1,0,0,0,0,0,0,-0.7269,0,0,0.0,0.0,0.0,0.33,0.67
12030,0,40,56,1827,0,0,0,0,28,0,8,1,10,0,0,0,1,0,0,-0.8074,0,0,0.0,1.0,0.0,0.0,0.0
17919,0,1856,3192,58280,0,6,2,0,20,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.33,0.0,0.0,0.67
16103,0,2921,2451,165238,0,0,0,0,26,0,6,2,1,0,1,0,0,0,0,-0.7623,0,0,0.0,1.0,0.0,0.0,0.0
4762,0,867,1061,4190,0,7,0,0,31,0,0,2,2,0,1,0,0,0,0,0.4404,0,0,0.0,0.5,0.25,0.25,0.0
13005,0,1075,14081,101441,0,3,3,0,27,0,0,0,0,0,0,0,0,0,0,-0.6369,0,0,0.0,0.5,0.0,0.0,0.5
7592,1,4847,4124,51048,0,5,5,0,37,1,1,0,5,0,0,1,0,0,0,-0.4767,0,0,0.0,0.2,0.4,0.2,0.2
3485,0,2354,84,2996,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,-0.8834,0,0,0.0,0.33,0.0,0.33,0.33
7831,1,7763,11558,2793,1,0,0,0,33,0,2,0,1,0,0,0,0,0,0,0.0,0,1,0.0,0.6,0.0,0.0,0.4
16770,0,60,9,1694,0,1,0,1,26,0,2,0,2,0,0,0,1,0,0,-0.25,0,0,0.0,0.0,0.5,0.0,0.5
7007,0,2176,969,3,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,-0.8467,0,0,0.0,0.33,0.0,0.67,0.0
11026,1,1482,1416,80675,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0.4404,0,1,0.0,0.33,0.0,0.33,0.33
16461,0,1277,967,35646,0,2,1,0,38,0,2,0,1,0,0,0,0,0,0,-0.7845,0,0,0.0,1.0,0.0,0.0,0.0
13458,0,479,447,55395,0,0,0,0,33,0,4,0,1,0,0,0,0,0,0,-0.34,0,1,0.0,0.29,0.0,0.43,0.29
10765,0,2499,2351,47809,0,37,4,0,38,0,0,0,0,0,0,0,0,0,0,0.7184,0,0,0.0,0.17,0.17,0.17,0.5
11978,0,2899,2850,159270,0,0,0,0,25,0,1,0,7,0,0,0,0,0,0,-0.25,0,0,0.0,0.33,0.0,0.33,0.33
15026,0,2293,1108,11988,1,3,2,0,41,0,3,0,2,0,0,0,0,0,0,0.6249,0,1,0.25,0.0,0.25,0.25,0.25
10565,0,2430,2413,2144,0,0,0,0,34,0,4,1,1,0,0,0,1,0,0,-0.6908,0,0,0.14,0.71,0.0,0.14,0.0
17400,0,607,1162296,572,1,418,91,0,24,0,0,0,1,0,0,0,0,0,0,-0.5859,0,0,0.0,0.4,0.2,0.2,0.2
8978,0,709,1246,17775,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0.7269,0,0,0.33,0.33,0.33,0.0,0.0
7200,0,6452,6321,1098,0,1,1,0,42,0,1,5,1,0,0,0,0,0,0,0.0,0,0,0.5,0.5,0.0,0.0,0.0
1705,0,1875,2737,4669,0,1,0,0,25,0,15,2,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
11520,0,81,89,323,0,0,0,0,38,0,4,0,2,0,0,0,0,0,0,-0.0516,0,0,0.0,0.29,0.0,0.29,0.43
4723,0,286,89,5110,0,0,0,0,40,0,1,0,4,0,0,0,0,0,0,-0.8225,0,0,0.0,0.75,0.0,0.25,0.0
11436,0,1247,521,32913,0,0,0,0,45,0,0,0,3,0,0,0,0,0,0,-0.2275,0,0,0.0,0.56,0.0,0.11,0.33
10371,0,58,3,3448,0,0,0,0,30,0,1,0,1,0,0,0,0,0,0,-0.6734,0,0,0.0,0.0,0.0,1.0,0.0
8774,1,914,498,15353,0,0,0,0,31,0,0,0,1,1,0,0,0,0,0,-0.8271,0,0,0.0,0.25,0.25,0.0,0.5
17186,0,6977,6427,12973,0,1,0,0,39,0,3,0,0,0,0,0,0,0,0,-0.2263,0,0,0.17,0.5,0.0,0.33,0.0
4110,0,554,2257,57156,0,5,1,0,43,0,1,0,1,0,0,0,0,0,0,-0.7579,0,0,0.0,0.0,0.0,0.25,0.75
3461,0,2013,2341,4275,0,4,3,0,40,0,0,1,1,0,1,0,0,0,0,-0.7738,0,0,0.0,0.25,0.0,0.5,0.25
6562,0,1210,714,17665,0,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0.9612,0,0,0.0,0.38,0.5,0.12,0.0
3210,0,83,33,1597,0,0,0,0,27,0,2,3,1,0,0,0,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0,0.5
1557,0,25,14,2173,0,0,0,0,28,0,1,3,1,0,0,0,0,0,0,-0.8316,0,1,0.0,0.25,0.0,0.5,0.25
13068,0,858,680,1676,0,0,0,0,34,0,2,0,1,0,0,0,0,0,0,-0.891,0,0,0.0,0.25,0.0,0.5,0.25
3800,0,480,422,14819,0,2,2,0,94,0,50,0,2,0,0,0,0,0,0,0.9349,0,1,0.0,0.5,0.5,0.0,0.0
3599,0,143,47,10198,0,0,0,0,37,0,0,0,1,0,0,0,0,0,0,-0.9628,0,0,0.0,0.33,0.0,0.0,0.67
4885,0,121,1,8,0,0,0,0,27,0,3,0,1,0,0,0,0,0,0,0.6705,0,1,0.0,0.5,0.0,0.0,0.5
6497,0,500,1029472,22039,1,10185,1770,0,23,0,0,0,0,0,0,0,0,0,0,-0.5551,0,0,0.2,0.4,0.2,0.2,0.0
1429,0,408,151,6224,0,0,0,0,30,0,4,0,0,0,1,0,0,0,0,-0.296,0,0,0.0,0.0,0.0,0.75,0.25
15129,0,1,2,108,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0.3944,0,0,0.0,0.44,0.0,0.33,0.22
323,0,41,0,176,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,-0.8402,0,0,0.0,0.67,0.0,0.33,0.0
