,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,description,favorite_count,retweet_count,contains_profanity,word_count,url,mentions,hashtags,mentions_count,hashtags_count,contains_bad_url,contains_good_url,contains_bad_mentions,contains_good_mentions,contains_bad_hashtags,contains_good_hashtags,sentiment_analysis,contains_bad_words,contains_good_words,angry_level,fear_level,happy_level,sad_level,surprise_level
10493,1,499,1207,137511,0,think online censorship bad get far bad joe biden instal,1,1,0,20,www.distributednews.com,[],[],0,0,0,0,0,0,0,0,-0.7906,0,1,0.0,0.25,0.0,0.5,0.25
14753,0,2196,1412,94095,0,senategop senjohnbarrasso senate 8 year try job without give tax dollar wealthy donor gop senategop republican hate group,0,0,0,33,www.cbsnews.com,"['SenateGOP', 'SenJohnBarrasso', 'GOP', 'SenateGOP']",[],4,0,0,0,0,0,0,0,-0.296,0,1,0.0,0.4,0.2,0.2,0.2
7926,0,3470,140215,33961,1,interest saletan trump big gain since 2016 among selfidentified christian four year later broader majority christian embrace,23,3,0,26,slate.com,['saletan'],[],1,0,0,1,0,0,0,0,0.8271,0,1,0.0,0.0,0.33,0.33,0.33
6192,0,4695,4708,18044,0,billshelby1 thats good wish start counting election day though florida start counting ballot oct 12th ballotpedia good job break state state maddow,3,0,0,35,ballotpedia.org,['BillShelby1'],['Maddow'],1,1,0,1,0,0,0,0,0.8176,0,1,0.0,0.3,0.3,0.3,0.1
8835,0,39,19,3695,0,absolutely disgust behavior complete asshole realdonaldtrump prove america never priority gop equally disgust,0,0,1,26,www.cnn.com,"['realDonaldTrump', 'GOP']",[],2,0,0,0,0,0,0,0,-0.855,0,1,0.0,0.4,0.0,0.6,0.0
16911,0,140,56,16031,0,maybe get road bridge repair instead waste military fund building trump idiotic wall mexico never paid sanity humanity return white house joe biden pick buttigieg transportation secretary,0,0,0,43,www.cnn.com,[],[],0,0,0,0,0,0,0,0,-0.7506,0,1,0.14,0.71,0.0,0.0,0.14
12442,1,784,271,7954,0,confirm georgia steal tally show massive biden vote dump lose vote trump vote ratio statistically impossible via gatewaypundit,0,0,0,24,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,-0.8176,0,1,0.0,0.25,0.0,0.25,0.5
2517,0,1600,1675,30236,0,joebattenfeld nancy pelosi bill 25th amendment transparent power grab via bostonherald gt bospoli capoli housedemocrats speakerpelosi realdonaldtrump,0,0,0,20,www.bostonherald.com,"['JoeBattenfeld', 'BostonHerald', 'HouseDemocrats', 'SpeakerPelosi', 'realDonaldTrump']","['bospoli', 'capoli']",5,2,0,0,0,0,0,0,0.2732,0,1,1.0,0.0,0.0,0.0,0.0
3926,0,168,62,2935,0,justice dept say trump denial rape accusation official act new york time wtf new abuse office deny rape lockhimup,0,0,1,34,www.nytimes.com,[],['LockHimUp'],0,1,0,0,0,0,0,0,-0.9607,0,1,0.0,0.2,0.0,0.4,0.4
16927,0,332,800,1468,0,canton former health director former head obamas epa gina mccarthy sister retire galvin teacher eliane mccarthy expect bidens white house climate coordinator galvinmiddle cantonmass nytimes,1,1,0,32,www.nytimes.com,"['GalvinMiddle', 'CantonMass', 'NYTimes']",[],3,0,0,0,0,0,0,0,0.0,0,1,0.0,0.5,0.25,0.0,0.25
9889,0,69,58,4265,0,trump pardon jane mayer trump desperate bid stay power amp avoid prosecution via democracynow,0,0,0,20,www.democracynow.org,['democracynow'],[],1,0,0,0,0,0,0,0,-0.6597,0,1,0.4,0.0,0.0,0.2,0.4
8446,0,44,5,330,0,mariannavdumas liverpoolroyal realdonaldtrump trump taught well stop perpetuate lie actually right wing extremist group masquerade blm heavily involve violent destructive act protest do frame narrative blm protester loot rioting,0,0,0,42,abcnews.go.com,"['MariannaVDumas', 'liverpoolroyal', 'realDonaldTrump']",[],3,0,0,1,0,0,0,0,-0.875,0,1,0.0,0.4,0.0,0.3,0.3
1004,0,310,190,4616,0,political theater start finish socialmediamussolini march hospital tell u nothing amp right along loser entire story stink get get trumpcovidhoax,0,0,1,47,www.washingtonpost.com,[],"['SocialMediaMussolini', 'TrumpCovidHoax']",0,2,0,0,0,0,0,0,-0.7269,0,1,0.0,0.4,0.0,0.6,0.0
12853,0,104,91,20658,0,larslarsonshow rare time drive need traffic report thus heard say vote trump vote found nv etc recount material change election tire,0,0,0,31,apnews.com,['LarsLarsonShow'],[],1,0,0,1,0,0,0,0,0.0,0,1,0.0,0.33,0.0,0.0,0.67
5678,0,477,4031,733,0,joke would billion dollar fix whats wrong environment sudden he go throw somone grain sand community people poison decade theresa landrum southwest detroit,1,0,0,49,www.washingtonpost.com,[],[],0,0,0,0,0,0,0,0,-0.6597,0,1,0.0,0.5,0.25,0.0,0.25
6693,0,107,69,2919,0,kimstrassel hysterical gop stop people voting area democratic black lowerincome dont believe google 2020 vote suppression look hard fight block vote postmark 1103,1,0,0,44,time.com,"['KimStrassel', 'GOP']",[],2,0,0,1,0,0,0,0,-0.802,0,1,0.33,0.33,0.0,0.33,0.0
10837,0,756,514,20188,0,gracy10164 chefgruel math watch international news ever heard term collective intelligence reason majority modern world think trump fail u try bbc world news dw news bbc world news america even math,0,0,0,49,www.worldometers.info,"['Gracy10164', 'ChefGruel']",[],2,0,0,0,0,0,0,0,-0.1027,0,1,0.0,0.0,0.0,0.2,0.8
14056,0,9312,23897,56944,1,truth gop realdonaldtrump please read share democracywon trump fail businessman cheat sue way life donald trump leave behind blueprint democracy,7,2,0,36,www.nytimes.com,"['GOP', 'realdonaldtrump']","['truth', 'DemocracyWon']",2,2,0,0,0,0,0,0,-0.2263,0,1,0.0,0.17,0.0,0.33,0.5
16939,0,1142,13248,58777,0,gop kloeffler gop lawless rogue group trump cultist people need go away theyre mentally unstable dangerous former houston police captain accuse violent attempt prove election conspiracy hire gop activist group,0,0,0,43,www.texastribune.org,"['GOP', 'KLoeffler']",[],2,0,0,0,0,0,0,0,-0.9287,0,1,0.14,0.29,0.0,0.14,0.43
13606,0,571,323,7220,0,realdonaldtrump potus realdonaldtrump teamtrump whitehouse admin never pardon covid19 pandemic criminal negligence never get bad gop death panel covid overload u hospital run bed patient,1,0,0,39,www.nytimes.com,"['realDonaldTrump', 'POTUS', 'realDonaldTrump', 'TeamTrump', 'WhiteHouse', 'GOP']",['COVID19'],6,1,0,0,0,0,0,0,-0.8365,0,1,0.0,0.33,0.0,0.67,0.0
16056,0,891,1683,30030,0,realdonaldtrump georgia america disservice ranting point mental issue imo harm usa gop like pudding complicate nonaction enable trump dishonor usa,1,1,0,42,news.sky.com,"['realDonaldTrump', 'GOP']",['Georgia'],2,1,0,1,0,0,0,0,-0.25,0,1,0.17,0.17,0.0,0.17,0.5
4226,0,1317,424,40064,0,trump flew moscow bombardier global 5000 private jet own phil ruffin partner trump international tower vega new york time report january 2017 trump use ruffins jet report,0,0,0,48,time.com,[],['Ruffin'],0,1,0,1,0,0,0,0,0.0,0,1,0.0,0.25,0.0,0.0,0.75
8505,1,17393,24304,5366,0,update benfords law use prove election fraud past joe bidens number michigan 99 flaw surprise tech giant ban information via gatewaypundit backdategate askthebreakdown steelers steal,5,3,0,40,www.thegatewaypundit.com,['gatewaypundit'],"['BackDateGate', 'AskTheBreakdown', 'Steelers', 'stealing']",1,4,0,0,1,0,0,0,-0.8481,0,1,0.0,0.29,0.0,0.29,0.43
13035,0,210,79,710,0,deanobeidallah hey dean see tish james seek dissolve nra bar current past leadership serve board nonprofit new york trump treatment,0,0,0,39,www.washingtonpost.com,['DeanObeidallah'],[],1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.5,0.5
669,0,4839,3780,104,0,recession isnt may get way bad time stopkillingus gop saveourstates theyre red amp blue amp time passtheheroesact senatemajldr gop stole 2t trumpstaxreformhoax senschumer helpusnow,0,0,0,36,time.com,"['gop', 'senatemajldr', 'SenSchumer']","['StopKillingUs', 'SaveOurStates', 'PassTheHeroesAct', 'TrumpsTaxReformHoax', 'HelpUsNow']",3,5,0,1,0,1,0,0,-0.743,0,1,0.2,0.2,0.0,0.4,0.2
65,0,99,4,60,0,gop stop use word extreme regard democrates people display thay characteristic already denounceracism plus nut left part party blacklivesmatter,0,0,0,38,www.politico.com,['GOP'],"['DenounceRacism', 'BlackLivesMatter']",1,2,0,0,0,0,0,0,0.128,0,1,0.33,0.33,0.33,0.0,0.0
17526,0,972,65021,8140,1,read important nytimes oped laura poitras countless reporter could prosecute trump admins julian assange case go forward read even especially hate assange press freedom right stake,663,291,0,45,www.nytimes.com,['nytimes'],[],1,0,0,0,0,1,0,0,-0.1761,0,1,0.0,0.57,0.14,0.14,0.14
11849,0,0,1,354,0,gaylamcgill5 judgeyourself99 realdonaldtrump know grump family start resemble greek tragedy save grump nonsensical contradictory rant insanity defense criminal trial grump impeach lose election 2020 indict 2021,0,0,0,44,www.usnews.com,"['GaylaMcGill5', 'judgeyourself99', 'realDonaldTrump']",[],3,0,0,0,0,0,0,0,-0.936,0,1,0.11,0.22,0.0,0.56,0.11
6439,0,1824,765,2926,0,via nytimes talk corruption thought iran evil yet trump toady barr shuts investigation,0,0,0,20,www.nytimes.com,['NYTimes'],[],1,0,0,0,0,0,0,0,-0.6597,0,1,0.2,0.0,0.0,0.0,0.8
14874,0,266,426,79447,0,mostcertainty brianbloop2 l_lucullus greatlakesforex ellis_greenwood timgoldfinch janineyve david11359148 takeitwithsalt bobatron87 freedomgeofin lars9596 lanella17 armentarius3 hainessi jbhearn stewartbutton arthur_eckart helgy2 mindedmusically perkurowski systemanalysen thefistshaker1 shuma0963 richardcalhoun capitaljon asisakb abiolahp grand_alison philipmason5 paulmeli1 paulgambles2 gforse1 gravity_v20 lpm77018973 veritas_2016 gormsbye gibraltarfx realachintya mexico1978r unicawn elcontador2000 blackwaterrive2 fooloflondon jag11814459 smithdsd11 colin00007 arminlaschet markus_soeder daandewit judge make scathing criticism trump appointment example georgia republican still get crap loser trump though,0,0,0,72,www.google.de,"['mostcertainty', 'brianbloop2', 'l_lucullus', 'greatlakesforex', 'Ellis_Greenwood', 'TIMGOLDFINCH', 'janineyve', 'David11359148', 'takeitwithsalt', 'Bobatron87', 'FreedomGeoFin', 'Lars9596', 'Lanella17', 'Armentarius3', 'HainesSi', 'jbhearn', 'StewartButton', 'arthur_eckart', 'helgy2', 'mindedmusically', 'PerKurowski', 'systemanalysen', 'thefistshaker1', 'shuma0963', 'richardcalhoun', 'CapitalJon', 'AsisAkb', 'AbiolaHP', 'grand_alison', 'PhilipMason5', 'PaulMeli1', 'PaulGambles2', 'Gforse1', 'Gravity_v20', 'LPM77018973', 'Veritas_2016', 'GormsbyE', 'gibraltarfx', 'RealAchintya', 'Mexico1978R', 'unicawn', 'ElContador2000', 'BlackwaterRive2', 'FoolOfLondon', 'Jag11814459', 'Smithdsd11', 'Colin00007', 'ArminLaschet', 'Markus_Soeder', 'DaanDeWit']",[],50,0,0,0,0,0,0,0,-0.836,0,1,0.0,0.0,0.14,0.43,0.43
12887,0,352,930,59,0,year trump administration daily berate new york time washington post good financially new york time washington post,0,0,0,30,www.axios.com,[],[],0,0,0,0,0,0,0,0,0.4404,0,1,0.0,0.0,0.5,0.0,0.5
2490,0,24,3,293,0,gop trump turn back 216000 covid19 dead trump turn back 2977 kill 911,0,0,0,20,news.google.com,['GOP'],[],1,0,0,1,0,0,0,0,-0.875,0,1,0.0,0.0,0.0,0.0,1.0
8328,1,1947,1468,8920,0,robert_spalding biden stole election fake president watch felt like deal asianamerican ballot observer detroit describes mysterious drop 61 box ballot 4 video via gatewaypundit,1,0,0,39,www.thegatewaypundit.com,"['robert_spalding', 'gatewaypundit']",[],2,0,0,0,1,0,0,0,-0.4019,0,1,0.0,0.0,0.0,0.4,0.6
10349,0,500,445,12633,0,forget history forget individualism shut amp obey hard pas nbcnews medium amp thedemocrats shove socialism amp communism share as via nbcnewsthink,3,0,1,29,www.nbcnews.com,"['NBCNews', 'TheDemocrats', 'NBCNewsTHINK']",[],3,0,0,0,0,0,0,0,-0.25,0,1,0.8,0.2,0.0,0.0,0.0
6978,0,3357,5340,18297,0,cnn poll biden lead michigan wisconsin campaign end tighter race arizona north carolina,1,0,0,20,www.cnn.com,[],[],0,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0.0,0.0,0.0
4683,0,1642,12274,3036,1,want satisfaction physically feel america anyone need small dose happy news today lovely look american wait line sometimes hour vote early,5,1,0,45,www.washingtonpost.com,[],[],0,0,0,0,0,0,0,0,0.8934,0,1,0.0,0.2,0.6,0.0,0.2
3442,0,118,66,417,0,realdonaldtrump joebiden look client tax return he pay since trump trump liar tax felon attack tax know irs gun theyll put away soon he civilian trump dangerous idiot,0,0,0,51,nymag.com,"['realDonaldTrump', 'JoeBiden']",[],2,0,0,1,0,0,0,0,-0.9393,0,1,0.17,0.17,0.0,0.17,0.5
6391,1,2140,1045,10096,0,independent obama get trump skin campaign biden swing state former aide say via googlenews,0,0,0,22,www.independent.co.uk,['GoogleNews'],[],1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.2,0.2,0.2,0.4
5665,0,4994,986,105376,0,senategop fear trump wont step carlbernstein gop senator talk restrain regard outofcontrol almost madman nokidding whydidnttheyvotetoconvict voteblue,0,0,0,33,www.nydailynews.com,"['SenateGOP', 'carlbernstein', 'GOP']","['Trump', 'NoKidding', 'WhyDidntTheyVoteToConvict', 'VoteBlue']",3,4,0,0,0,0,0,0,-0.4939,0,1,0.0,0.0,0.33,0.33,0.33
4494,0,5,1,0,0,trump reportedly get bore first classify briefing afghanistan order milkshake middle,0,0,0,22,www.businessinsider.com,[],[],0,0,0,0,0,0,0,0,-0.25,0,1,0.0,0.0,0.0,0.33,0.67
5345,0,3039,1168,21821,0,sadly gop republican party evolve whats bad america deceit deception hypocrisy lie american embarrass america globally embrace lie trump final nail coffin wisconsin northcarolina mittromney,0,0,0,49,www.washingtonpost.com,"['gop', 'MittRomney']","['Wisconsin', 'NorthCarolina']",2,2,0,0,0,1,0,0,-0.8555,0,1,0.0,0.5,0.0,0.33,0.17
9943,0,3066,3156,24247,0,via nytimes smug donald trumpaka loser bunch bottom feed usual suspect like hannity desantis consider steal 2020 rig elector make wonder 2016,0,0,1,33,www.nytimes.com,['NYTimes'],[],1,0,0,0,0,0,0,0,-0.7184,0,1,0.0,0.17,0.0,0.5,0.33
13534,1,4764,3729,1568,0,letter president trump enter battle mr president god help perish perish,1,1,0,23,www.thegatewaypundit.com,[],[],0,0,0,0,0,0,0,0,0.296,0,1,0.0,0.0,0.0,0.0,1.0
4502,0,37,80,2232,0,surprisedwe probably big rise number desantis want hide wouldnt make buddy trump look bad,0,0,0,27,www.orlandosentinel.com,[],[],0,0,0,0,0,0,0,0,-0.5574,0,1,0.17,0.33,0.0,0.33,0.17
14192,0,0,3,394,0,xoxopatrioticrn realdonaldtrump nytimes keep post hear judge charge unfairness serious call election unfair make charge require specific allegation proof neither,0,0,0,42,abcnews.go.com,"['xoxoPatrioticRN', 'realDonaldTrump', 'nytimes']",[],3,0,0,1,0,1,0,0,-0.5267,0,1,0.0,0.17,0.33,0.5,0.0
10412,0,5768,5188,102538,0,realdonaldtrump dr fauci definitely correct careen toward near disastrous fatality united state trump busy tweet get sick amp,0,0,0,31,www.nbcnews.com,['realDonaldTrump'],[],1,0,0,0,0,0,0,0,-0.802,0,1,0.0,0.33,0.0,0.5,0.17
8481,0,21,2,43,0,arrest chicago kill girlfriend family via yahoo maybe call biden cuz blm never address crime hopefully blax shitcongo kill,0,0,0,34,news.yahoo.com,['Yahoo'],[],1,0,0,1,0,0,0,0,-0.9044,0,1,0.0,0.0,0.0,0.25,0.75
15741,0,367,271,2042,0,past week president trump post reposted 145 message twitter lash result election lose mention coronavirus pandemic 4 time assert right outbreak expert wrong,0,0,0,42,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.7003,0,1,0.14,0.29,0.0,0.43,0.14
8101,0,1891,816,47768,0,kollin16 sorry waylaid phone true kept kept 100 ft away even though complaint say judge pin,0,0,0,34,www.cnn.com,['kollin16'],[],1,0,0,0,0,0,0,0,0.0772,0,1,0.17,0.0,0.0,0.5,0.33
14875,0,2489,1666,5862,0,anyone else thonking god awful monstrosity trump build presidential library moron tweet library,0,0,1,27,www.theatlantic.com,[],[],0,0,0,0,0,0,0,0,-0.6249,0,1,0.0,0.33,0.0,0.0,0.67
2646,0,835,319,3,0,alllibertynews wikileaks_ blainehiggs davidccoon briangallantnb ctvatlantic cbcpolitics rcmpgrcpolice rcmpnb ralphgoodale nytimes realdonaldtrump fbiwfo lionelmedia rt_com justintrudeau potus thomasmulcair calebmaupin td_canada rtuknews wikileaks dnc gop bostonglobe stefanmolyneux govchristie lachrymosegov altusdoj baxter_dmitry nigel_farage evakbartlett cafreeland zoltanspox jenmckenziendp m_ignatieff birgittaj christyclarkbc jjhorgan wayneeaster pamdamoff theresa_may thejagmeetsingh fordnation c_mulroney nationalpost globalnews cbcradiocanada cbcjones david methinks cardy flip flop order keep well half new buddy burke work happy happy happy would stuff butter tart gas tank ugly yellow motorcycle nesy cdnpoli nbpoli,0,0,0,99,davidraymondamos3.blogspot.com,"['alllibertynews', 'Wikileaks_', 'blainehiggs', 'DavidCCoon', 'BrianGallantNB', 'CTVAtlantic', 'CBCPolitics', 'rcmpgrcpolice', 'RCMPNB', 'RalphGoodale', 'nytimes', 'realDonaldTrump', 'FBIWFO', 'LionelMedia', 'RT_com', 'JustinTrudeau', 'POTUS', 'ThomasMulcair', 'calebmaupin', 'TD_Canada', 'RTUKnews', 'wikileaks', 'DNC', 'GOP', 'BostonGlobe', 'StefanMolyneux', 'GovChristie', 'LachrymoseGov', 'AltUSDOJ', 'baxter_dmitry', 'Nigel_Farage', 'EvaKBartlett', 'cafreeland', 'zoltanspox', 'JenMcKenzieNDP', 'M_Ignatieff', 'birgittaj', 'christyclarkbc', 'jjhorgan', 'WayneEaster', 'PamDamoff', 'theresa_may', 'theJagmeetSingh', 'fordnation', 'C_Mulroney', 'nationalpost', 'globalnews', 'CBCRadioCanada', 'cbcjones', 'David']","['cdnpoli', 'nbpoli']",50,2,0,1,0,1,0,0,0.8176,0,1,0.22,0.33,0.33,0.11,0.0
11794,0,1352,3991,2003,0,teamtrump stopthesteai escort socialist dictator wannabe whitehouse real gop like nro reject unamerican trump amp ally kloeffler perduesenate lash absurd sophomoric way vote georgia runoff,0,0,0,42,www.nationalreview.com,"['TeamTrump', 'WhiteHouse', 'GOP', 'NRO', 'KLoeffler', 'Perduesenate']","['StopTheSteaI', 'Socialist', 'MAGA', 'Trump', 'Vote', 'Georgia']",6,6,0,0,0,0,0,0,-0.0516,0,1,0.33,0.0,0.0,0.33,0.33
5238,1,8347,7982,130971,0,mail ballot everyone need vote early amp person foil massive vote fraud plan time run line nov 3 insane amp antifa plan harassment dont let throw lawful reelection trump,0,0,0,47,www.vote.org,[],[],0,0,0,0,0,0,0,0,-0.875,0,1,0.0,0.4,0.0,0.2,0.4
14280,0,1464,384,7585,0,fox news maria bartiromo slam softball trump interview yes tball interview poor excuse journalist need go,2,0,0,26,www.usatoday.com,[],[],0,0,0,0,0,0,0,0,-0.4019,0,1,0.0,0.0,0.0,0.75,0.25
12688,0,1801,2419,53,1,count last time wouldnt count time dane county voter baffle angry effort throw ballot via journalsentinel,1,0,0,26,www.jsonline.com,['journalsentinel'],[],1,0,0,0,0,0,0,0,-0.5106,0,1,0.33,0.67,0.0,0.0,0.0
14452,0,503,84,8410,0,via nytimes rudy know commit numerous criminal act inappropriate attack trump political opponent look get preemptive pardon help ny,0,0,0,33,www.nytimes.com,['NYTimes'],[],1,0,0,0,0,0,0,0,-0.0772,0,1,0.0,0.17,0.0,0.33,0.5
4611,1,5363,5479,10514,0,report explicit photo minor hunter bidens laptop relative photo via gatewaypundit,1,1,0,27,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,0.0,0,1,0.0,1.0,0.0,0.0,0.0
15764,0,4093,2018,2489,0,1 disgust wboth side washington theyve ample time compromise plan really help american family fail gop afraid realdonaldtrump amp cult supporter theyve completely abandonedgt,0,0,0,43,www.washingtonpost.com,"['GOP', 'realDonaldTrump']",[],2,0,0,0,0,0,0,0,-0.5118,0,1,0.0,0.2,0.0,0.2,0.6
16072,1,360,191,3001,0,qveenfrancis tylervenables robertcahaly trafalgar_group realdonaldtrump gop stupid ppl get caught listen post convince fix make sense trump team stupid barr stupid,0,0,1,44,stillnessinthestorm.com,"['qveenfrancis', 'TylerVenables', 'RobertCahaly', 'trafalgar_group', 'realDonaldTrump', 'GOP']",[],6,0,1,0,0,0,0,0,-0.8481,0,1,0.0,0.0,0.0,0.5,0.5
597,0,3400,3347,30726,0,gop realdonaldtrump fbi say would chose believe fbi amp fact chronically lie factless loud mouth dont forget law amp order pres refuse call violent radical rt hate group theyre voter,0,0,0,52,apnews.com,"['GOP', 'realDonaldTrump']",[],2,0,0,1,0,0,0,0,-0.8456,0,1,0.12,0.12,0.0,0.38,0.38
602,0,2673,3008,36453,0,trreal trixirilla whimsicalmetoo icanplainlysee jeanetteisback ernestleenot ralphs24381648 garyzpon consofcooking1 thedude77 truthsearch1957 tori2utori jimbo_always wahboom marilynlavala tomrjzsr farmgal2010 shellyt561 jay6018 boudiceasabeaen traveler002 gregbra60280143 big_crusher1000 dwayne68980996 sweetleaner secretagent_86 thewreckingbal5 theverityquest flashmx1 brianch31749099 mjams952 shayken13 hustusmichael rosaleeadams plozr10 sadieisrael charlen60403930 nightowlbooklvr ourpatioi side_show007 mcginnkeven mayblueasmyeyes housedemocrats senatedems thedemocrats thedemcoalition cnn pb whitehouse thejusticedept remember harvey perpwalk,4,5,0,55,theslot.jezebel.com,"['trreal', 'trixirilla', 'WhimsicalMeToo', 'ICanPlainlySee', 'Jeanetteisback', 'ernestleenot', 'RalphS24381648', 'GaryZPon', 'Consofcooking1', 'thedude77', 'truthsearch1957', 'Tori2uTori', 'jimbo_always', 'Wahboom', 'MarilynLavala', 'TOMRJZSR', 'Farmgal2010', 'shellyt561', 'jay6018', 'BoudiceaSabeaen', 'traveler002', 'GregBra60280143', 'Big_crusher1000', 'DWAYNE68980996', 'sweetleaner', 'SecretAgent_86', 'TheWreckingBal5', 'TheVerityQuest', 'Flashmx1', 'BrianCH31749099', 'mjams952', 'shayken13', 'HustusMichael', 'RosaleeAdams', 'plozr10', 'SadieIsrael', 'Charlen60403930', 'nightOwlbookLvr', 'OurpatioI', 'side_show007', 'McginnKeven', 'MayBlueAsMyEyes', 'HouseDemocrats', 'SenateDems', 'TheDemocrats', 'TheDemCoalition', 'CNN', 'PBS', 'WhiteHouse', 'TheJusticeDept']",[],50,0,0,1,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
5731,0,2215,612,60397,0,score big since people love watch live dumpster fire 60 minute amp trump walkoff soar 17m viewer watch nonsports show tv since oscar update via deadline,0,0,0,37,deadline.com,['Deadline'],[],1,0,0,1,0,0,0,0,0.296,0,1,0.17,0.17,0.17,0.0,0.5
2836,0,1812,526,31767,0,therickydavila dickschu great concise fact base astound small elite money power driven gop control legislative judicial branch thanks gop dont american,1,1,0,34,www.motherjones.com,"['TheRickyDavila', 'dickschu', 'GOP', 'GOP']",[],4,0,0,0,0,0,0,0,0.8658,0,1,0.17,0.33,0.17,0.17,0.17
10533,0,58,10,292,0,magamandy1776 qingyunbao besf0rt thedemocrats course doesnt agree propaganda second dennis prager subversive leftist,1,0,0,31,www.rasmussenreports.com,"['MAGAMandy1776', 'QingyunBao', 'besf0rt', 'TheDemocrats']",[],4,0,0,0,0,0,0,0,-0.3116,0,1,0.0,0.0,0.0,0.0,0.0
1995,0,1190,915,9242,0,chris christie still battle coronavirus senior republican try carry mix anxiety ineptitude owes least somewhat insufficient organization white house,0,0,0,31,www.cnn.com,[],[],0,0,0,0,0,0,0,0,-0.5106,0,1,0.0,0.33,0.0,0.33,0.33
8338,0,75,82,633,0,lbc even vladimir putin give hunter biden crap give guy,0,0,0,22,www.nbcnews.com,['lbc'],[],1,0,0,0,0,0,0,0,-0.3818,0,1,0.0,0.67,0.0,0.0,0.33
11851,0,46,47,1761,0,walshie458 kidbrightwillow stackn_chill blessedbygod59 frankamari2 gop typical talk point drill drown list read like marketing brochure claim questionable,1,0,0,26,econofact.org,"['Walshie458', 'KidBrightwillow', 'stackn_chill', 'BlessedbyGOD59', 'FrankAmari2', 'GOP']",[],6,0,0,1,0,0,0,0,-0.5267,0,1,0.0,0.5,0.0,0.0,0.5
4239,0,3289,1760,39629,0,isnt let go ever research presidential history would know smear campaign always exist example election 1800 adam johnson threw shit constantly,1,0,0,40,www.mentalfloss.com,[],[],0,0,0,0,0,0,0,0,-0.7269,0,1,0.0,0.33,0.0,0.33,0.33
9669,0,1489,1459,92971,0,parent complain kushner trump werent follow school covid19 protocol jared kushner ivanka trump move kid new school parent complain th via yahoonews,0,0,0,35,news.yahoo.com,['YahooNews'],[],1,0,0,1,0,0,0,0,-0.6124,0,1,0.0,0.29,0.14,0.29,0.29
12704,0,1642,2482,104111,0,drpaulgosar realdonaldtrump michigan minnesota two different state careen bad presumption another total garbage,1,0,0,22,www.google.com,"['DrPaulGosar', 'realDonaldTrump']",[],2,0,0,0,0,0,0,0,-0.5423,0,1,0.0,0.33,0.0,0.67,0.0
13243,0,5247,4916,27547,0,trump inner circle tell giuliani rest legal team make look like idiot report say via yahoo,0,0,1,27,news.yahoo.com,['Yahoo'],[],1,0,0,1,0,0,0,0,-0.0772,0,1,0.0,0.0,0.0,0.5,0.5
13715,0,1409,1265,17627,0,daphnehe1 dawson_ddr brballinger time2change20 paultheusa senmastriano hasnt thats another false narrative create fact apprehension prosecution child trafficker 26 trump compare obama,0,0,0,34,www.google.com,"['DaphneHe1', 'dawson_ddr', 'brballinger', 'Time2Change20', 'PaulTheUSA', 'SenMastriano']",[],6,0,0,0,0,0,0,0,-0.6369,0,1,0.0,0.0,0.0,0.0,1.0
2477,1,34006,33851,33653,0,holy hell joe biden look like death erie pennsylvania something wrong old joe via gatewaypundit,34,34,0,20,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,-0.8779,0,1,0.0,1.0,0.0,0.0,0.0
2076,0,875,365,1390,0,acyn thedemocrats doctorsspeakup covid__19 realdonaldtrumps watch die leadership vacuum nejm,0,0,0,28,www.nejm.org,"['Acyn', 'TheDemocrats', 'realDonaldTrump', 'NEJM']","['DoctorsSpeakUp', 'COVID__19']",4,2,0,0,0,0,0,0,-0.5994,0,1,0.0,0.0,0.0,0.0,1.0
9043,0,93,13,1397,0,read story sacrificial category american meidastouch cdcgov cdcdirector dnc gop berniesanders projectlincoln aclu naacpgaecon ganaacpyc ganaacp columbusganaacp americanlegion reallyamerican1 aprildryan cathygraphics1 ap,0,0,0,27,nymag.com,"['MeidasTouch', 'CDCgov', 'CDCDirector', 'DNC', 'GOP', 'BernieSanders', 'ProjectLincoln', 'ACLU', 'NAACPGaEcon', 'GANAACPYC', 'ganaacp', 'ColumbusGANAACP', 'AmericanLegion', 'ReallyAmerican1', 'AprilDRyan', 'Cathygraphics1', 'AP']",[],17,0,0,1,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
13814,0,2303,1150,1220,0,assumption republican remain thrall donald trump could misplace embarrassment,0,0,0,21,www.economist.com,[],[],0,0,0,0,0,0,0,0,-0.4404,0,1,0.0,0.0,0.0,0.5,0.5
13380,0,551,200,22,0,obama eight year change party miserably fail would weak biden change party trump back democratic party often violent divisive hypocritical doesnt change trump back commentary,1,0,0,44,www.baltimoresun.com,[],"['Obama', 'Dem', 'Biden', 'Trump']",0,4,0,0,0,0,0,0,-0.8519,0,1,0.0,0.33,0.0,0.33,0.33
