,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,description,favorite_count,retweet_count,contains_profanity,HQ,HNQ,MQ,MNQ,text_size,word_count,url,sentiment_analysis
1452,0,2440,178672,14415,0,interest article granular familiarity player contest afterlife trumpalfa bank story via newyorker,107,61,0,0,0,0,0,175,26,https://t.co/rwYd9XGsZU,0.4588
1453,1,577,213,2418,0,robinhood0010 break joe biden subject federal criminal investigation role spygate activity ukraine,14,7,0,0,0,0,0,158,24,https://t.co/tbKJS3DNEo,-0.5267
1454,0,141,10,8667,0,cyrusshares hypefrenzy natashabertrand omg many believe american stupid russian disinformation conveniently unverifiable another nothing burger would wonder gop spread russian b treason,0,0,0,0,0,0,1,291,43,https://t.co/cAZsIs5ZDc,-0.743
1455,0,1018,336,440,0,trump administration proven time time corporate profit important environmental protection everyone breathes air drink water like healthy wildlife living ocean forest piss,0,0,0,0,0,0,0,270,41,https://t.co/gee3iff1eb,0.7351
1456,1,89,86,240,0,vp debate kamala harris betrayed left lie trump lie record annoyed people djhj medium,0,0,0,0,0,0,0,140,22,https://t.co/kNFB3r9L6K,-0.765
1457,0,192,77,2793,0,kamalaharris lie vpdebates2020 presidentialdebate2020 trump condemn white supremacist bad many people wont listen via usatoday,0,0,0,0,1,0,0,194,27,https://t.co/uqrcgCQuT3,-0.6808
1458,0,1,214,8193,0,realdonaldtrump way mike penny defend trump record kamala harris debate performance several bright spot victory rest terrible record incumbent via slate,3,0,0,0,0,0,1,233,38,https://t.co/a7CHLwjF7w,-0.0516
1459,1,63,5,0,0,2020 vp debate harris accuses penny covid coverup daily mail online american wake kamala harris fool american kamala amp democrat bad racist amp bias keep pout president trump,0,0,0,0,0,0,0,252,40,https://t.co/d2znsffgFC,-0.9217
1460,0,1514,1377,1,0,correspondent call ultimate brazen move penny cnns dana bash abby phillip discus mike pences performance vice presidential debate cnn,0,0,0,0,1,0,0,211,33,https://t.co/JSPhmiriF7,0.0
1461,0,3674,1479,30790,0,blatantly amaze bias abc news debate fact check consists eleven vp penny fact check deem untrue kamalaharris fact check course true credibly among mainstream news,0,0,0,0,1,0,1,275,44,https://t.co/hJQDlPK3Nx,0.7096
1462,0,3821,2152,11942,0,say italy avere culo could probably translate shameless thats quite boring translation regardless look mikepences,3,0,0,0,0,0,0,233,41,https://t.co/gKSDWlc5EU,-0.6115
1463,0,282,312,61,0,explainer mailin voting election whether could court,0,1,0,0,0,0,0,145,28,https://t.co/ew1G03gvtm,0.0
1464,0,6959,24056,964,0,debate bucket warm youknowwhat well pay extraclose attention kamala harris mike penny prevail theme wednesday night vice presidential debate time could really matter age europe,1,0,0,0,1,0,0,303,51,https://t.co/l0Q1Nq5gFh,0.4576
1465,1,1816,1005,4032,0,vp debate kamala harris betrayed left lie trump lie record annoyed people djhj medium,0,0,0,0,0,0,0,140,22,https://t.co/y5dbt7JTka,-0.765
1466,0,619,263,3,0,manager cant afford ignore way election may cause anxiety fear anger frustration boil via hbr,0,0,0,0,0,0,0,153,26,https://t.co/bz9LLzzhbl,-0.8621
1467,0,619,263,3,0,company need think critically say time november 3 depend happens night say afterward via hbr,0,0,0,0,0,0,0,210,37,https://t.co/XRSUkTpJTA,0.0
1468,1,1591,856,2392,0,break joe biden subject federal criminal investigation role spygate activity ukraine via gatewaypundit,0,0,0,0,0,1,0,162,24,https://t.co/awpejeifXl,-0.5267
1469,0,949,500,1977,0,cillizzacnn hit list twitter best big political night like funny amp insightful w snark sprinkle top amp right amount mean bake hitsmisses vpdebate jour1700mru journalismmatters,0,0,0,0,0,0,0,278,43,https://t.co/EsQVtQh89W,0.886
1470,0,9431,8576,115263,0,disastrous late poll donald trump first time nbc newswall street journal poll since trump office fifty cent respondent say negative view,5,4,0,0,0,0,0,247,44,https://t.co/qN8MEjAOky,-0.8225
1471,0,3073,1181,347810,0,katyturnbc maddow nicolledwallace joyannreid chriscuomo chrislhayes ac360 erinburnett jaketapper brikeilarcnn sruhle alivelshi meetthepress maggienyt philiprucker ashleyrparker mkraju gon ask gop politician,1,0,0,0,0,0,1,296,33,https://t.co/FY08fYQDHM,0.0
1472,1,1057,377,18547,0,sick young trump supporter receives box bloody animal part mail cryptic note support president trump believe hex cult video via gatewaypundit,0,0,0,0,0,1,0,207,33,https://t.co/1BJoU5hd7G,-0.34
1473,0,670,16338,3828,0,boris johnson reading guy debord roman poet juvenal ponder question ipaperviews,0,0,0,0,0,0,0,136,22,https://t.co/8nPh49fryN,0.0
1474,0,8651,8165,136233,0,harris improve favorability rating among watch penny wash predebate interview 56 positive view harris rise 63 debate pences favorability 41 pre postdebate interview,2,2,0,0,0,0,0,280,48,https://t.co/x12x9MtDuX,0.7579
1475,0,530,173,41088,0,heard head white house security gravely covid newenglandjournalofmedicine call trumppence covid post article tomorrow theyre distinguishedmedicalpub drs dallas tx disgust leadershipcrisis cost life,0,0,0,0,1,0,0,279,39,https://t.co/59l0oRDomq,-0.3612
1476,0,1514,1377,1,0,vp debate fact check daniel dale selects lie night cnns daniel dale fact check vice president mike penny kamala harris key moment 2020 vice presidential debate cnn,1,0,0,0,1,0,0,253,43,https://t.co/9xQbLDllPD,0.0
1477,0,866,127,17035,0,penny fail rescue 216784 american dead covid19 penny fault biden kayla muellers kill say could rescue,0,0,0,0,0,0,0,188,32,https://t.co/BMxZmo2Nk8,-0.8625
1478,1,5092,9149,195054,0,kamala seethes penny call china go hold china accountable america coronavirus video,4,3,0,0,0,0,0,163,27,https://t.co/gFAqTNjBPL,0.0
1479,0,484,544,9321,0,neat summation enable president administration nothing american world fly bought attention penny pretender,1,1,0,0,0,0,0,197,34,https://t.co/wiy0d1HCeh,0.4588
1480,1,372,250,2908,0,good news promise kept kag2020 oped trump executive order unveiled charlotte health gamechanger via westjournalism,0,0,0,0,0,0,0,171,25,https://t.co/CiRVMS2iJx,0.6369
1481,1,2047,1876,12330,0,kamala seethes penny call china go hold china accountable america coronavirus video via gatewaypundit,1,0,0,0,0,1,0,182,29,https://t.co/uscAKJY9Nf,0.0
1482,0,260,130,1160,0,macollins1984 look mirror amp ask question youre cult time wake start hand kool aid,0,0,0,0,0,0,0,156,29,https://t.co/zG0ve0nD4J,0.4939
1483,0,3870,2149,6922,0,puerto rico unfinished business american democracy realdonaldtrump vp scottforflorida williecolon realjameswoods laraleatrump jayfonsecapr trumpmoments411 danscavino kikecruznotiuno nytimes thehill forbes politico wsj cuchy68,20,16,0,0,0,1,1,275,27,https://t.co/l4jSDhWPXB,0.0
1484,0,303,415,5728,0,inequality work twice hard resource final speak time tally vp debate,5,0,0,0,0,0,0,152,27,https://t.co/zEapmB0ige,-0.1027
1485,0,3651,1827,79240,0,harlan hillaryclinton mean mike penny course chargeamp botch nation covid response protect americansyep creepy hell amp immensely unlikable new england journal medicine say trump penny dangerously incompetent,2,1,0,0,0,0,0,310,51,https://t.co/P2EH173ri6,-0.8442
1486,1,1328,25532,97522,0,penny biden pack supreme court harris trump packed district court white people moderator thank let move lol,220,31,0,0,0,0,0,181,29,https://t.co/jtdCTj5ckE,0.836
1487,0,53588,57389,21615,0,kochbrothers give say hire amp fire public university professor exchange million dollar disgust gop college build future generation smartdissent resist,15,22,0,0,1,0,1,284,46,https://t.co/we6Ivz2yzw,-0.743
1488,0,1960,545,6062,0,fly land pences hair latter half debate amp settle long time state health become compelling subject ponder great metonymy extension vps health qby robingivhan washingtonpost,0,0,0,0,0,0,0,284,50,https://t.co/pgF0xvXQlO,0.7184
1489,0,38,39,130,0,must read important wellrespected journal medicine nejm covid19 nejm election2020 factsmatter wearamask coronavirus vote,0,0,0,0,1,0,0,214,31,https://t.co/v4Q02njV1Q,0.2023
1490,0,464,4390,534,0,littwin normal debate meaning america get break bidenharris ticket get win colorado news vicepresidential debate uh civil mostly uh normal mostly forgott,0,0,0,0,0,0,0,278,47,https://t.co/OGFBYnwPTp,0.5859
1491,0,111,32,10225,0,best job get message across debate vote kamala harris whats vote,0,0,0,0,0,0,0,137,24,https://t.co/qfZsYBq8br,0.6369
1492,1,1186,3258,758,0,awful kamala debate performance boost trump reelection chance harris put terrible performance vice presidential debate often appear robotic repeat memorise contradict thing joe biden say last week debate kamalahaha,50,47,0,0,0,0,0,280,41,https://t.co/CiQESE0nPj,-0.5719
1493,0,7376,12772,14116,1,dissemination validation concoct something travel web youre plane expert world,4,1,0,0,0,0,0,168,30,https://t.co/GbXXC4uSSc,0.0
1494,0,0,14,20,0,quintessential 2020 outcome president donald trump amp vicepresident kamala harris election2020 elections2020 election election 2020election 2020elections presidenttrump vicepresidentharris electoralcollege electoraltie 269269tie atie,0,0,0,0,1,0,0,284,27,https://t.co/WApfznIsxR,0.0
1495,0,4999,3751,137980,0,80yearold argument mask new york bar turn violent trump leadership actually lead,0,0,0,0,0,0,0,161,28,https://t.co/aPdkDfPjeH,-0.7506
1496,0,897,2403,29721,0,senkamalaharris poise articulate informative postdebate cnn poll harris see winner contest match expectation,0,0,0,0,0,0,1,169,25,https://t.co/7Zpfd3Ty6u,0.5859
1497,0,870,406,246,0,didnt mansplain symone sander senior adviser biden campaign say mr penny mandodged maggie astor,0,0,0,0,0,0,0,158,27,https://t.co/pagOZnjaRJ,0.0
1498,0,1726,1465,64242,0,gop mike_pence trump lose trade gain nothing make every situation bad country every single,0,1,0,0,0,0,1,155,26,https://t.co/vJbI6Du9yx,-0.4215
1499,0,2871,2585,111076,0,web_dev_ocd latimes point trump lie repeat lie say trump let american country fake ban point trump lie false,0,0,0,0,0,0,1,228,42,https://t.co/wwcRskYaG0,-0.7717
1500,0,4569,3954,75563,0,magmarcarelli alangaudio matthewjshow realdonaldtrump wrong account troll ban flight point keep troll pay well,0,0,0,0,0,0,1,192,29,https://t.co/sOEan14JJx,-0.7184
1501,0,3094,38136,185152,0,continue true nonscientific excuse people use vaccine engenders others use similar nonscientific excuse vicious cycle kamala harris dangerous vaccine game,13,6,0,0,0,0,0,228,35,https://t.co/BxnaPFbjfp,-0.296
1502,0,91,13,1650,0,bush cia director endorse biden ive watch closely afraid dont think president thing well sad think cant another term would bad america,1,0,0,0,0,0,0,264,53,https://t.co/ahfEPDV12L,-0.4939
1503,0,245,20,879,0,afraid afraid virus kill dont listen trump nonsense advice trumpisnotwell coronavirus kill three time many people flu pneumonia combine figure show,0,0,0,0,0,0,0,231,37,https://t.co/fedDVTA13Q,-0.8943
1504,0,4112,3522,4206,0,please tell mean theyll mute anyone interrupt go timeelection live update next debate virtual trump biden separate remote location,0,0,0,0,0,0,0,217,35,https://t.co/x2Kouv6lFz,-0.0258
1505,1,7972,8382,17103,0,vice presidential debate vp mike penny kamala harris pelosi biographer susan page moderator livestream rsbn video via gatewaypundit,0,0,0,0,0,1,0,177,25,https://t.co/XYhZHa6uh6,0.0
1506,0,247,151,1155,0,gop vp joebiden kamalaharris realdonaldtrump fail leadership donald joyride trump plummet 10th spot world competitiveness rank via cbsnews,0,0,0,0,0,0,1,206,30,https://t.co/STQRh4HWv4,-0.34
1507,1,1574,766,78863,0,kamala harris belongs hollywood washington dc american thinker thought belong middle school childish smirk angry rebellious body language rude playground taunt,1,0,0,0,0,0,0,227,33,https://t.co/BVVa5kcO4I,-0.8658
1508,0,96,361,5,0,rarely top journal clinical medicine veer political fray indictment trump worth read,5,0,0,0,0,0,0,145,24,https://t.co/rozF3KgcAe,0.0793
1509,0,673,91,3033,0,icymi vp candidate senator kamala harris vp mike penny square 12 foot apart talk covidresponse healthcare raceinamerica amp supremecourt etc vice presidential debate via cspan vpdebate,0,1,0,0,0,0,0,268,39,https://t.co/WVCOa3unvv,0.0
1510,0,13,27,104,0,inability rein republican penny frequently interrupt kamala repeatedly try amp fail get penny stop talk say variation thank thank mr vice president 22 twenty two time effect,0,0,0,0,0,0,0,277,44,https://t.co/XisVf9XVwZ,-0.7003
1511,0,1027,1228,5092,0,trump may infect biden doesnt show debate biden debate empty chair debates2020,3,0,0,0,0,0,0,145,25,https://t.co/F9En9HJhG2,-0.2023
1512,0,3108,838,31462,0,ryanlizza penny harris good avatar two party might look like posttrump postbiden world conventionally conservative republican young progressive democrat,0,0,0,0,0,0,0,264,38,https://t.co/2rbJuSGkzW,0.7964
1513,0,1447,109,5089,0,go waste time virtual debate thats debate behind computer debate ridiculous trump waste time b last week nytimes,0,0,0,0,0,0,1,250,50,https://t.co/UBopI152gS,-0.7964
1514,0,16,3,750,0,realdonaldtrump wartimecriminal practice depravedindifferencetolife please newyorkstateag newjerseyoag ag preserve right civilly see trump gop crony prosecute wartime crime projectlincoln joebiden kamalaharris dnc,0,0,0,0,0,0,1,295,34,https://t.co/uTGsbUq3uJ,-0.5994
1515,1,2369,1042,320,0,penny destroys bidens record hed kill 2 million people fight covid potus gopsenate gophouse freedomcaucus lawrencebjones3 liz_wheeler dloesch greggutfeld realjameswoods sebgorka tomfitton tomilahren realdonaldtrump mcuban,0,0,0,0,0,0,1,273,31,https://t.co/3B9nLFZdKN,-0.8979
1516,0,1580,39192,44439,0,2 hold trump told 5 day inauguration white house beautiful phone,5,1,0,0,0,0,0,179,31,https://t.co/AOgGPgMwer,0.5994
1517,0,3961,887,13462,0,wonder jesus actually feel plethora lie vp told stage last night trump push false argument votebymail fraud fact new york time,0,0,0,0,0,0,1,217,40,https://t.co/wnsX4W10CR,-0.743
1518,0,79,38,26,0,whether moderate hardcore conservative way past time wake reality four year chaos trump incompetent populism defiance norm representative democracy lead republican party electoral armageddon,0,0,0,0,0,0,0,280,46,https://t.co/U8ac50JBK8,-0.6249
1519,1,1130,872,80079,0,vp debate kamala harris betrayed left lie trump lie record annoyed people djhj medium,0,0,0,0,0,0,0,140,22,https://t.co/cjlII7NswT,-0.765
1520,0,99,101,1597,0,via nytimes trump afraid havent yet realize pathetic debater bully shout moderator opponent joebiden attend presidentialdebate2020,0,0,1,0,0,0,1,262,44,https://t.co/gqglRfFH49,-0.0521
1521,0,1055,1757,4,0,chicago sun time r2p chicagosuntimes chicago illinois ue usa obama biden trump harris penny cub bear bull coronavirus covid19 blm georgesfloyd epstein beirut usps jacobblake danielprude amyconeybarrett rbg breonnataylor,0,0,0,0,1,0,0,298,36,https://t.co/TZGwSeRB25,0.0
1522,0,10019,9299,73709,0,trump tax return 421 million debt due second term reminder realdonaldtrump donaldjtrumpjr erictrump ivankatrump,1,0,0,0,0,0,1,173,23,https://t.co/IYJ2quVTsj,-0.3612
1523,0,6399,6429,36532,0,brim4peacetoday nytimes wrong china friend anyone even pawn biden crash economy democrat run state stupid thing like prevent seed hinder economy,1,0,0,0,0,0,1,267,46,https://t.co/EC11pLR5IC,-0.5267
1524,0,190,50,2859,0,realdonaldtrump mariabartiromo foxbusiness chickentrump afraid virtual debate loser donnie fakepresident bidenharris2020 nov3rdflushtheturd trumphasnoplan trumpvirus realdonaldtrump vp gop housegop senategop trumpdeathtoll208k trumpresignnow,0,0,1,0,1,0,1,294,27,https://t.co/aRk0DsbiIn,-0.5267
1525,0,361,210,615,0,receive absentee ballot mail remember tip avoid common mistake absentee ballot please share commoncauseohio ohio voteohio election2020 votebymail,2,2,0,0,1,0,0,236,32,https://t.co/rb84wXtlry,-0.5106
1526,0,4957,1443,10756,0,hold debate anyway would trump turn speak cut empty screen silence two solid minute would make crazy via nytimes,2,0,0,0,0,0,1,226,42,https://t.co/RElFLBLkEd,-0.5719
1527,0,1827,114743,1844,1,animate social medium vpdebate senator kamalaharris vice president mike_pence flymostly via nytimes,6,1,0,0,0,0,1,169,24,https://t.co/6TLPfs2nT7,0.0
1528,0,34271,32010,102225,0,big change senatorcollins senjohnhoeven sensasse senategop housegop senmikelee fbi mikecrapo jiminhofe cia senshelby deptofdefense senatemajldr thejusticedept statedept senatorrisch senkevincramer stevedaines johnthune senatorrounds,0,0,0,0,0,0,1,277,25,https://t.co/l0oQii0TCI,0.0
1529,1,1330,522,661,0,biden trouble china joe head nevada shore support poll garbage via gatewaypundit,0,0,0,0,0,1,0,145,24,https://t.co/oz6e2wi8z7,0.0
1530,0,4751,3305,7292,0,left operates pull thing right as twist reword sell gospel demented turd fondly manipulate sad vice presidential debate kamala harris dishonesty abe lincoln national review,0,1,0,0,0,0,0,275,45,https://t.co/BRsYsVL5Al,-0.0516
1531,0,1111,3100,35813,0,trump tweet conspiracy theory cap praise criminal act protester speculate whether president always erratic whether behavior result dexamethasone course vein,0,0,0,0,0,0,0,276,44,https://t.co/8jLikRyiuG,-0.4939
1532,0,476,96,6791,0,cnnpolitics vp mike_pence cspan cnn joebiden nytimes latimes msnbc penny relentlessly overtalked moderator attempt vain enforce time limit campaign agree penny whispery way prove alarm trump bluster bravado rollingstone senkamalaharris,0,0,0,0,0,0,1,344,49,https://t.co/Yd4C8Zy9Qa,-0.4019
1533,1,5595,5354,9415,0,trump muhammad oval office november 3rd 2020 choice crystal clear reelect president trump vote 100 republicanconservative,0,0,0,0,0,0,0,181,28,https://t.co/22mLnxl52d,0.3818
1534,1,2061,1925,37295,0,orthodox jew new york city defy commie deblasio dance street trump flag video via gatewaypundit,4,5,0,0,0,1,0,139,21,https://t.co/NzdqgH5HKI,0.0
1535,1,918,509,14936,0,holly marie comb blame trump grandfather covid19 death learn holly marie comb dumb former charm cast mate alyssa milano,0,0,0,0,0,0,0,203,36,https://t.co/Uz2PWoRGTH,-0.7845
1536,0,5938,6744,34874,1,ive long admire robingivhans washingtonpost work recent elevation senior criticatlarge mean get read even incisive column wide variety topic couldnt wait read late morning,2,0,0,0,0,0,1,260,46,https://t.co/1PBVDa7IgF,0.4767
1537,0,40,66,1108,0,frankluntz squawkcnbc beckyquick frankluntz maybe youre go hold useless focus group give undecided low information voter something read prepare,0,0,0,0,0,0,0,208,31,https://t.co/d891tFS6jh,-0.7003
1538,0,120,28,4904,0,usual team trump flagrant lie say harris distort couple thing repeat myth trump say virus hoaxwhat say democrat criticism trump response hoax,0,0,0,0,0,0,0,250,45,https://t.co/hLPuUVfC1x,-0.743
1539,1,320,268,378,0,kamala seethes penny call china go hold china accountable america coronavirus video via gatewaypundit,0,0,0,0,0,1,0,182,29,https://t.co/EqYasvB87L,0.0
1540,0,2490,72127,958,1,second lady karen penny call social medium wear mask onstage vice presidential debate despite covid19 rule,4,0,0,0,0,0,0,171,29,https://t.co/44PVi8x2Zj,0.0
1541,1,320,268,377,0,vice presidential debate vp mike penny kamala harris pelosi biographer susan page moderator livestream rsbn video via gatewaypundit,0,0,0,0,0,1,0,177,25,https://t.co/PlzPaEFZqC,0.0
1542,1,11857,12214,20237,0,orthodox jew new york city defy commie deblasio dance street trump flag video via gatewaypundit,0,1,0,0,0,1,0,139,21,https://t.co/7LFfZXuEXP,0.0
1543,0,280,192026,32,1,president donald trump attack kamala harris day vice presidential debate call monster horrible totally unlikeable communist,71,7,0,0,0,0,0,196,27,https://t.co/m4Uq37HljZ,-0.765
1544,0,381,912,2557,0,excellent explainer regard meticulous coelection process verification nice job cody jeffcoclerk two mail ballot signature person new york time,9,6,0,0,0,0,0,263,34,https://t.co/INVk3rREpk,0.7579
1545,1,304,570,1110,0,gop news pier morgan donald trump presidency crash burning reckless chaotic dangerous earthscorching ball fire fear american people tell youre fire,1,0,0,0,0,0,1,270,45,https://t.co/JvfaVsk9T8,-0.9565
1546,0,5003,7789,22474,0,opinion mike pences debate performance bug new york time numb pest large small,7,3,0,0,0,0,0,138,24,https://t.co/AcWhlMDsPW,-0.34
1547,0,519,358,10144,0,thedemocrats get desperate election draw near sudden allegation must hear check note 23 year ago,0,0,0,0,0,0,0,178,28,https://t.co/xtmVUy8A9s,-0.3182
1548,0,1093,332,23012,0,trump call ramble ugly posthospital interview realdonaldtrump insecure narcissistic liar bill19293640 next thrown bus trump,1,0,1,0,0,0,1,208,33,https://t.co/bibUrd3cQF,-0.8555
1549,0,1429,3597,28734,0,gen x rightwing bastion tldr generation x generation trump occasionally pull tie,0,0,0,0,0,0,0,140,24,https://t.co/Dsezc7KCfC,0.0
1550,0,943,747,98984,0,soooo fact checker washingtonpost nytimes cnn msnbc abcnews cbsnews nbcnews snopes go fact check bald lie kamalaharris,0,0,0,0,0,0,0,200,28,https://t.co/6L1LeNm7l5,0.0
1551,0,3399,1930,7770,0,trump say wont participate next debate commission announces virtual cnnpolitics superspreaderinchief talk base plan voter suppression amp intimidation putin handle hack,0,0,0,0,0,0,0,266,40,https://t.co/xnl2xaR28I,-0.4215
1552,0,206,50,1082,0,found bbcs fact check vp debate helpful seem offer balance correction mislead claim side,0,0,0,0,0,0,0,154,27,https://t.co/k6OoeR39CQ,0.4215
1553,0,43,3,197,0,thank lorraineali glad see newspaper pick see nytimes glide debate2020 harrispence debatetuesday,0,0,0,0,1,0,1,175,25,https://t.co/IRD6V7E1le,0.6705
1554,0,1684,4892,7526,0,didnt mansplain symone sander senior adviser biden campaign say mr penny mandodged,3,1,0,0,0,0,0,144,25,https://t.co/JcrNgRJoU1,0.0
1555,0,2833,1157,10401,0,gop mike_pence drumph ignore severity disease practically whole white house much country infect sick trumpliedpeopledied,1,0,0,0,0,0,1,196,30,https://t.co/cD1HkrmZHs,-0.7003
1556,0,390,215,30894,0,trump militia follower criminal bidding hell claim joking like always get caught everything commit treason ask aide america enemy suggest people poison,0,0,0,0,0,0,0,301,49,https://t.co/TrzNZ2im4l,-0.9231
1557,0,25,14,2173,0,realdonaldtrump serious question president allow knowingly put people risk negative test result yet god murder trumpisnotwell covid19 trumpcovid,0,0,0,0,1,0,1,207,30,https://t.co/tJLH7JzsnZ,-0.8316
1558,0,460,225,7364,0,25th amendment doesnt apply trumpno matter tweet politico magazine speakerpelosi hey idiot pelosi talk idiot,0,0,1,0,0,0,1,176,28,https://t.co/N29r04b9Sj,-0.77
1559,0,330,185,642,0,realdonaldtrump reveals bad fear oddly enough isnt strong wind makeup remover nope zoom mute button poor wee little lamb debates2020 trumpisnotwell,0,0,0,0,1,0,1,211,34,https://t.co/qNTUpM8GX0,-0.91
1560,0,460,162,12415,0,realdonaldtrump well know trump know vp lose bigly cause go racist sexist selfish poor rant interview many people say evem look like lose texas gop scramble,0,0,1,0,0,0,1,258,48,https://t.co/xVcmlywkx2,-0.9246
1561,0,16361,15053,230787,0,michaelehayden jamesfourm russia amp team trump push violence blm since obamas term impostor fox propaganda network perpetuates hate amp mirror russian talk point thedemocrats,1,0,0,0,0,0,0,252,37,https://t.co/SuwANa6E9J,-0.8689
1562,0,32,2,211,0,evil realdonaldtrump promote hate violence support white supremacist put people danger complicit gop via googlenews,0,0,1,0,0,0,1,173,23,https://t.co/a0nuGPRdeu,-0.8957
1563,0,288,9,2317,0,mcconnell defend barrett selfparodying medias attack faith definition via gop gopleader senatemajldr dnc speakerpelosi senschumer joebiden cnn msnbc facethenation markmeadows stevenmnuchin,0,0,0,0,0,0,1,255,32,https://t.co/ME1TbCeIUw,-0.0772
1564,0,301,115,9277,0,rightwing terrorism gop violent language antiscience antiempathy view lead hate violence follow chain participant start politician hate defines violence find,0,0,0,0,0,0,1,280,45,https://t.co/6lz6X9shWM,-0.9779
1565,0,2957,223602,7097,1,great live state fracking literally make hard child breathe air brunch liberal lecture shut applaud kamala harris tout fracking thats awesome,577,110,0,0,0,0,0,263,48,https://t.co/YTYyBA6B7l,0.8834
1566,0,281,101,413,0,marcorubio groque16 point policy reference communist manifesto realdonaldtrump denounce ccp president xi jinping,0,0,0,0,0,0,1,211,33,https://t.co/OHzXuOLRjX,-0.34
1567,0,2064,940,25855,0,love piece avoid usual dive something unusual interest like creative comparison last graph piece davidfrum brilliant,0,0,0,0,0,0,0,215,35,https://t.co/yfVwg1Ct2Q,0.9349
1568,0,1034,29023,18477,1,second lady karen penny broke safety rule wear mask join husband stage vice presidential debate via businessinsider,2,0,0,0,0,0,1,186,30,https://t.co/WfhplKqNov,0.296
1569,0,4999,3745,160232,0,via nytimes share everywhere trump negative leadership support militia directly responsible horror think hate crime toward empower woman primitive,0,0,0,0,0,0,0,221,34,https://t.co/wh1HwqVDer,-0.8555
1570,1,1155,481,11551,0,break joe biden subject federal criminal investigation role spygate activity ukraine,1,0,0,0,0,0,0,147,22,https://t.co/wWXxn1Q56Z,-0.5267
1571,0,1334,892,8824,0,oeople terrorist treat nytimes hollow attempt link pres trump ludicrous,0,0,0,0,0,0,0,161,27,https://t.co/1BYcnbAuQh,-0.6705
1572,0,4213,2830,83087,0,oh memory normal debate mr penny essentially argue voter reelect mr trump thing could bad,0,0,0,0,0,0,0,167,27,https://t.co/ZmvfEoHsC2,-0.7096
1573,0,5030,4586,10743,0,cant wont foxnews seanhannity tuckercarlson realdonaldtrump senategop gopleader charge read criminal complaint allege plot kidnap michigan governor cnnpolitics,0,0,0,0,0,0,1,242,30,https://t.co/0s85Qzd3L2,-0.6808
1574,0,528,188,746,0,realdonaldtrump foxnews gop housegop senategop trump mentally unfit potus prove america mental deficiency coward allow continue office trump call ramble ugly posthospital interview,0,0,0,0,0,0,1,273,43,https://t.co/jiPp8Y940c,-0.6597
1575,0,1392,1220,26742,0,rww_gop gop mike_pence hello think press issue hop would act decisively persuade supporter wear mask social distance essential protect love,0,0,0,0,0,0,1,268,41,https://t.co/n8fDdyexNf,0.836
1576,0,3090,1230,20904,0,say crazy wannabe dictator trump give barr ultimatum demand roundup political enemy unless bill barr indicts people crime declare president people indict include obama biden hillary,2,2,0,0,0,0,0,277,41,https://t.co/wZ3QcFili4,-0.872
1577,0,543,531,813,0,trump liberate michigan bullshit every new provocative tweet post go get bad cause intentionally spin,1,0,0,0,0,0,0,208,36,https://t.co/fEcOJPOz4T,-0.8074
1578,0,29,44,0,0,usatoday someone stop pump immature president full make mentally sicker already bullying misogynistic ugly go remain elderly year world know communist putinpuppet,0,0,1,0,0,0,0,269,46,https://t.co/LETGXoLRuc,-0.8555
1579,0,29,44,0,0,chicagotribune someone stop pump immature president full make mentally sicker already bullying misogynistic ugly go remain elderly year world know communist putinpuppet,0,0,1,0,0,0,0,275,46,https://t.co/LETGXoLRuc,-0.8555
1580,0,39,23,36985,0,presssec vp gop whitehouse teamtrump would comment connection trump comment amp michigan terrorist planning violently overthrow govwhitmer,1,2,0,0,0,0,1,213,30,https://t.co/zWnsHrsS6Y,-0.8591
1581,0,3198,2802,12424,0,pathetic lie coward much gop total disgrace embarrassment get please votehimout trump call ramble ugly posthospital interview,1,0,1,0,0,0,1,228,38,https://t.co/xGpV76VqP3,-0.93
1582,0,1335,3422870,1271,1,postdebate poll ipsos show voter like harris performance well favorable rating improve change number top ticket,2677,588,0,0,0,0,0,216,36,https://t.co/nCGuSF76Fk,0.8934
1583,0,60,88,462,0,watch trump election like watch tom brady play football whine every decision official blame team mistake,0,0,0,0,0,0,0,197,31,https://t.co/Lw13lVBdls,-0.34
1584,1,470,274,3754,0,scotmackri communist china censor everything say vice president penny whose signal reappear every time harris spoke rhodeisland news,0,0,0,0,0,0,0,175,24,https://t.co/0JTNcBoKlW,-0.4588
1585,0,26,6,1215,0,4 takeaway weirdly normal vice presidential debate mike penny kamala harris via yahoo realdonaldtrump vp housegop senategop senatedems housedemocrats instead listen penny b could look fly fly truthful,0,0,0,0,0,0,1,279,42,https://t.co/LvuVvKD0AN,0.2023
1586,0,1344,598,4482,0,housegop fail fail pandemic fail economy fail racial justice gtfooh extendthe600 coronavirusaidpackage,0,0,0,0,0,0,1,170,24,https://t.co/eEIahaRviG,-0.891
1587,1,44577,45011,68273,0,kamala china joe stop carry water china economy fire china implode due president trump trade deal via gatewaypundit,2,4,0,0,0,1,0,185,31,https://t.co/vmgcFxmri0,-0.5574
1588,1,5191,5884,9528,0,biden trouble china joe head nevada shore support poll garbage via gatewaypundit,0,0,0,0,0,1,0,145,24,https://t.co/A0PCoEqnrP,0.0
