,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,favorite_count,retweet_count,contains_profanity,word_count,mentions_count,hashtags_count,contains_bad_url,contains_good_url,contains_bad_mentions,contains_good_mentions,contains_bad_hashtags,contains_good_hashtags,sentiment_analysis
14494,0,1201,2419,8085,1,3,0,0,47,0,0,0,0,0,0,0,0,0.3818
7951,1,157,45,5431,0,1,0,0,22,0,0,1,0,0,0,0,0,-0.4939
8067,0,56,4,243,0,0,0,0,30,2,2,0,0,0,0,0,0,-0.836
510,0,1947,2325,8635,0,0,0,0,25,0,0,0,0,0,0,0,0,-0.6597
14659,0,1340,653,33727,0,1,1,0,48,0,0,0,0,0,0,0,0,-0.6124
6246,1,22684,22870,37289,0,3,5,0,24,1,1,1,0,0,0,0,0,0.8316
17043,0,315,193,40023,0,1,0,0,49,8,0,0,0,0,0,0,0,-0.5994
9194,1,390,133,2057,0,1,1,0,44,1,0,1,0,0,0,0,0,0.6486
4580,0,4996,4053,182332,0,0,1,0,21,1,0,0,1,0,0,0,0,0.4019
13782,0,4025,2616,33562,0,1,2,0,36,4,0,0,0,0,0,0,0,0.5106
17048,0,0,549,142,0,2,0,0,29,0,0,0,1,0,0,0,0,0.6908
10638,0,2306,3187,53121,0,1,0,0,41,2,0,0,0,0,0,0,0,0.0
12994,1,969,789,30754,0,2,1,0,32,25,0,0,0,1,0,0,0,0.0
15069,0,1153,1085,18934,0,0,0,0,42,1,0,0,0,0,0,0,0,-0.4588
7922,0,1064,118870,4546,1,21,0,0,27,0,0,0,1,0,0,0,0,0.34
11049,0,17295,16347,117383,0,2,2,0,23,1,0,0,0,0,0,0,0,-0.3612
17393,0,4455,4687,384838,0,0,0,0,46,3,1,0,0,0,0,0,0,-0.5831
10954,0,5973,5822,1359,0,0,0,0,33,8,0,0,0,0,1,0,0,-0.7823
6153,0,876,930,119676,0,1,0,0,40,2,0,0,0,0,0,0,0,0.3818
4432,0,0,0,22,0,0,0,0,50,1,0,0,1,0,0,0,0,-0.802
79,0,291,54898,726,1,22,14,0,24,1,0,0,0,0,0,0,0,0.5994
8378,0,60,10,97,0,0,0,1,49,0,1,0,0,0,0,0,0,-0.9118
12126,0,2260,518,2020,0,0,0,1,25,0,0,0,1,0,0,0,0,-0.5106
11820,0,1934,2410,39368,0,0,0,0,21,0,0,0,0,0,0,0,0,-0.7096
15692,1,978,798,31691,0,1,0,0,33,25,0,0,0,1,0,0,0,-0.6597
5809,0,4999,3150,13536,0,2,0,1,23,1,0,0,0,0,0,0,0,-0.8828
2202,0,4994,1977,67,0,0,0,0,39,4,0,0,0,0,0,0,0,-0.7717
4395,0,224,55,100,0,0,0,0,24,0,1,0,0,0,0,0,0,-0.4767
594,0,897,1608,982,0,2,1,0,38,1,1,0,1,0,0,0,0,-0.7845
16378,0,4997,1953,70,0,0,0,0,33,4,0,0,0,0,1,0,0,-0.5849
11555,0,1831,269,3882,0,0,0,0,22,0,1,0,0,0,0,0,0,-0.7783
13010,0,728,210895,52,1,2,0,0,22,0,0,0,0,0,0,0,0,0.0
4136,0,0,0,1,0,0,0,0,26,12,0,0,0,0,1,0,0,-0.6629
5792,0,1549,1704,22727,0,0,0,0,28,1,3,0,0,0,0,0,0,0.2023
9845,0,788,850,15746,0,1,1,0,31,0,0,0,0,0,0,0,0,-0.5106
16403,0,6,1,68,0,0,0,0,36,6,0,0,0,0,1,0,0,-0.7506
6576,0,975,3553,2194,1,15,5,0,42,2,1,0,0,0,0,0,0,-0.8834
5558,0,24,1028,3271,0,0,0,0,39,0,0,0,1,0,0,0,0,-0.9413
17279,0,4321,1618,2362,0,0,0,0,23,21,1,0,0,0,1,0,0,0.0
10563,0,665,764,193581,0,1,0,0,21,2,0,0,1,0,0,0,0,0.0
17872,1,2768,1129,2754,0,0,0,0,33,3,0,0,0,0,0,0,0,0.0
2773,0,1042,1042,129139,0,0,1,1,33,3,0,0,0,0,0,0,0,-0.4588
6343,0,2894,1502,8176,0,0,0,0,34,2,1,0,0,0,0,0,0,-0.4939
8454,0,147,135,14572,0,0,0,0,41,1,0,0,0,0,0,0,0,-0.8126
5242,0,2713,4712,3945,1,0,0,0,20,0,0,0,0,0,0,0,0,0.0
8214,1,2625,1383,105,0,0,0,0,23,1,0,0,0,0,0,0,0,-0.2732
13042,0,4463,3559,156195,0,0,0,0,54,3,0,0,0,0,0,0,0,-0.9186
12491,0,0,7,2,0,0,0,0,20,1,1,0,0,0,0,0,0,-0.7579
827,0,243,134,15413,0,0,0,1,37,0,5,0,0,0,0,0,0,-0.5106
16129,0,478,86,6287,0,1,0,1,27,4,0,0,1,0,0,0,0,-0.8779
14760,0,33,25,33,0,0,0,0,24,2,0,0,1,0,0,0,0,0.6249
17021,0,4457,4690,384918,0,2,1,0,32,3,0,0,0,0,0,0,0,-0.8402
484,0,115,18,1993,0,0,0,0,21,3,0,0,0,0,0,0,0,-0.7906
17067,0,1965,1453,41700,0,2,0,0,29,1,2,0,0,0,0,0,0,-0.7293
5760,0,369,170,35653,0,0,0,0,43,6,2,0,0,0,0,0,0,-0.5621
9998,0,4587,3752,12426,0,1,0,0,47,0,0,0,1,0,0,0,0,-0.0498
4318,0,501,153,681,0,0,0,0,43,1,2,0,1,0,0,0,0,-0.4939
12882,0,13433,13832,1387,0,0,0,0,23,2,0,0,0,0,0,0,0,-0.128
14755,0,13291,14290,9207,0,7,0,0,42,1,1,0,1,0,0,0,0,-0.7777
3689,0,2877,8081,41574,0,0,0,0,23,1,0,0,0,0,0,0,0,-0.4215
12768,1,777,203,6914,0,0,0,0,28,0,0,0,0,0,0,0,0,0.3804
6350,0,55,9,236,0,0,0,0,35,5,0,0,0,0,0,0,0,-0.9022
13368,0,9,1,30,0,0,0,1,25,1,0,0,1,0,0,0,0,-0.8934
5836,0,786,301,20218,0,0,0,0,38,1,0,0,0,0,0,0,0,0.296
534,0,907,18782,6667,1,30,14,0,36,1,1,0,0,0,0,0,0,-0.2023
13886,1,587,734,52949,0,5,2,0,21,0,0,0,0,0,0,0,0,-0.1531
11664,1,7229,6974,2952,0,0,0,1,32,1,0,0,0,1,0,0,0,-0.8834
17759,0,288,25,308,0,0,0,0,48,1,0,0,0,0,0,0,0,-0.802
3989,0,51,70,8458,0,1,0,0,51,5,0,0,0,0,0,0,0,-0.7184
9586,1,22092,21888,63830,0,0,0,0,26,1,0,0,0,1,0,0,0,0.0
6865,0,7,79,115,0,1,1,0,31,0,0,0,1,0,0,0,0,-0.4767
2917,0,85763,84415,145349,0,0,0,0,24,6,2,0,0,0,0,0,0,0.4939
10163,0,3445,27770,7745,1,3165,750,0,48,0,0,0,0,0,0,0,0,-0.1531
15401,0,3313,1624,55448,0,0,0,0,54,17,0,0,1,0,0,0,0,-0.2057
10568,0,135,82,14299,0,0,0,0,41,1,0,0,0,0,0,0,0,-0.802
14012,0,8591,14269,13,0,0,0,0,37,1,3,0,0,0,0,0,0,-0.296
12529,1,4319,4637,20,0,0,1,0,32,0,0,0,0,0,0,0,0,0.0
5398,0,19,8,314,0,0,0,0,36,2,8,0,1,0,0,0,0,0.128
2070,0,601,459,201991,0,0,0,0,39,0,0,0,0,0,0,0,0,-0.8591
9418,0,1440,1286,19025,0,0,0,0,41,0,0,0,0,0,0,0,0,0.9136
8692,0,8,22,25,0,0,0,0,44,1,0,0,0,0,0,0,0,-0.0
623,1,108357,120007,260458,0,123,106,0,25,1,0,0,0,1,0,0,0,-0.7184
2460,0,783,350,2104,0,1,2,0,35,0,0,0,0,0,0,0,0,-0.7717
3906,0,649,248,6839,0,0,0,0,32,14,0,0,1,0,1,0,0,0.0
1089,0,24,4,293,0,0,0,1,42,2,0,0,0,0,0,0,0,-0.8126
11600,0,142,6,2621,0,0,0,0,25,1,0,0,0,0,0,0,0,-0.3818
1548,0,1093,332,23012,0,1,0,1,29,2,0,0,0,0,0,0,0,-0.8555
2731,0,2342,2146,20496,0,2,0,1,38,1,0,0,0,0,0,0,0,-0.8402
11693,0,178,128,834,0,0,0,0,23,1,8,0,0,0,0,0,0,-0.6597
6570,0,9650,9519,64460,0,0,0,1,31,1,0,0,0,0,0,0,0,-0.93
16711,1,34116,35785,16347,0,2,2,0,22,0,0,1,0,0,0,0,0,0.0
639,0,5,17,11332,0,0,0,0,29,5,6,0,0,0,1,0,0,-0.4767
12654,0,2047,17516,7125,1,7,1,0,44,0,0,0,0,0,0,0,0,0.7506
10721,0,1307,1303,22029,0,0,0,0,19,3,0,0,0,0,0,0,0,-0.0031
16052,0,204,4757,5095,1,5,4,0,25,0,1,0,0,0,0,0,0,-0.5719
11008,1,1158,1139,58043,0,2,0,0,36,0,1,1,0,0,0,0,0,0.0
17377,0,37,5,794,0,0,0,0,39,5,0,0,0,0,0,0,0,-0.9403
1165,0,58,156,22851,0,0,0,0,30,2,1,0,1,0,0,0,0,-0.5267
13428,1,924,276,4248,0,2,0,0,26,1,0,0,0,1,0,0,0,0.296
3209,0,50,57,15729,0,0,0,0,26,2,0,0,0,0,0,0,0,-0.5122
1198,0,1775,474,1115,0,0,1,0,32,0,0,0,0,0,0,0,0,0.4417
3978,0,1173,1277,79670,0,0,0,0,29,1,0,0,0,0,0,0,0,-0.1027
1626,0,3716,2974,49851,0,4,3,0,34,2,0,0,0,0,0,0,0,-0.9022
16583,1,705,681,13199,0,0,0,0,33,9,0,0,0,0,1,0,0,-0.1134
9322,0,1036,3231,3331,1,5,2,0,37,1,0,0,0,0,1,0,0,0.765
1365,0,14377,14337,16802,0,0,2,0,48,1,2,0,0,0,0,0,0,0.0
14621,0,3152,1002,90320,0,0,0,0,24,1,0,0,1,0,0,0,0,-0.8316
1383,0,9971,11311,97545,0,6,1,0,36,0,0,0,0,0,0,0,0,0.3822
14303,0,6533,15728,6188,0,1,0,1,47,0,0,0,1,0,0,0,0,-0.4404
14725,0,4800,3374,28755,0,4,1,0,24,2,0,0,1,0,0,0,0,0.5413
12875,1,59,488,2626,0,0,0,0,48,1,0,0,0,0,0,0,0,-0.2732
244,0,210,142,4914,0,0,0,0,26,4,0,0,0,0,0,0,0,0.6705
8207,0,157,27,463,0,0,0,0,30,2,0,0,0,0,0,0,0,0.743
3687,1,8144,7713,5040,0,0,0,0,31,0,4,1,0,0,0,0,0,-0.0516
8987,0,334,59,4924,0,0,0,0,29,2,1,0,0,0,0,0,0,0.7783
232,0,1127,436,94827,0,1,0,0,37,3,3,0,0,0,0,0,0,0.5106
10630,0,37,6,24,0,0,0,0,25,1,0,0,1,0,0,0,0,0.0
13561,0,5915,5445,331520,0,1,0,0,23,0,1,0,0,0,0,0,0,-0.7269
2732,0,22,33,1114,0,0,0,0,56,3,0,0,0,0,0,0,0,-0.8392
11007,0,593,1042,74200,0,0,0,0,33,0,0,0,0,0,0,0,0,-0.4019
5694,1,4995,4348,103370,0,0,0,0,23,0,0,0,0,0,0,0,0,0.0
6112,0,1012,892,94856,0,1,0,0,24,3,0,0,0,0,0,0,0,0.5168
13556,0,340,120,5797,0,0,0,0,21,0,0,0,1,0,0,0,0,0.1779
6827,0,5948,8625,219288,0,0,0,0,22,3,2,0,0,0,0,0,0,0.5719
7930,0,968,960,8790,0,0,0,0,33,1,0,0,0,0,0,0,0,0.6124
9306,0,1169,909,9588,0,0,0,0,37,8,1,0,1,0,0,0,0,-0.7184
1622,0,6177,5588,48641,0,0,0,0,36,2,0,0,0,0,0,0,0,0.0
11252,0,637,755,2716,0,0,0,1,32,1,0,0,0,0,0,0,0,-0.836
12799,0,201,166,8717,0,1,0,0,25,4,0,0,1,0,0,0,0,0.0
1010,0,39,42,1827,0,0,0,1,37,9,0,0,0,0,1,0,0,-0.9099
5611,0,68,18,27,0,0,0,0,23,2,0,0,1,0,0,0,0,-0.7506
4163,0,1834,1519,1122,0,0,0,0,21,5,0,0,0,0,0,0,0,-0.5423
15515,0,458,4317,11157,0,3,1,0,23,0,0,0,0,0,0,0,0,0.128
17155,0,596,52,3129,0,0,0,0,36,8,0,0,0,0,1,0,0,0.5423
7462,0,631,199,43017,0,0,0,0,36,3,1,0,1,0,0,0,0,-0.4019
5469,1,7045,7437,3626,0,0,0,0,35,3,1,1,0,0,0,0,0,-0.7089
2800,1,1023,436,9160,0,0,0,0,31,1,0,1,0,0,0,0,0,0.2263
16222,0,204,132,15969,0,0,0,0,31,1,0,0,1,0,0,0,0,-0.4404
16908,0,0,0,0,0,0,0,0,41,1,4,0,0,0,0,0,0,-0.1531
11658,0,14,1,677,0,0,0,0,38,1,0,0,1,0,0,0,0,-0.8876
12694,0,359,94,2657,0,2,0,0,42,1,0,0,0,0,0,0,0,-0.8225
10766,0,68,3902,1927,0,0,0,0,48,0,0,0,0,0,0,0,0,0.3612
755,0,632,14097,25470,1,28,15,0,41,2,0,0,0,0,0,0,0,-0.2023
81,0,4062,3044,1988,0,3,2,1,29,2,0,0,0,0,0,0,0,-0.9531
14663,0,53,5,1625,0,0,0,1,32,0,0,0,0,0,0,0,0,-0.9403
5518,0,165,146,1279,0,0,0,0,35,0,0,0,0,0,0,0,0,-0.7579
11150,0,2223,759,26107,0,1,2,0,42,0,0,0,0,0,0,0,0,-0.4939
3305,0,52785,68201,274341,0,64,19,0,45,1,0,0,0,0,0,0,0,0.9423
6410,0,10,2,16,0,0,0,0,46,2,0,0,0,0,0,0,0,-0.5423
16345,0,7510,7464,24555,0,0,0,0,27,1,0,0,0,0,0,0,0,-0.6435
15521,0,1455,1280,7966,0,0,0,0,42,2,0,0,0,0,0,0,0,-0.836
5115,0,349,1268,59,1,1,1,0,20,0,0,0,0,0,0,0,0,0.0
9428,1,10974,10789,6,0,0,0,0,45,0,0,1,0,0,0,0,0,0.0
7076,0,83,1534,1245,0,53,28,0,38,0,0,0,1,0,0,0,0,0.8271
13837,0,3090,2279,21740,0,1,1,0,45,4,0,0,0,0,1,0,0,0.4404
14016,0,3020,4306,5599,0,11,7,0,37,2,2,0,0,0,0,0,0,0.5859
555,0,39,41,1827,0,0,0,1,33,8,0,0,0,0,1,0,0,-0.872
1615,0,59,2,409,0,0,0,0,46,3,0,0,0,0,0,0,0,-0.7906
12193,0,85,341,339,0,0,0,0,29,0,0,0,0,0,0,0,0,-0.8625
2571,1,811,485,3049,0,0,0,0,23,0,0,0,0,0,0,0,0,-0.3818
17,0,2846,3216,137300,0,0,0,0,30,0,3,0,0,0,0,0,0,-0.7351
15141,0,12386,13076,50227,0,0,0,0,46,4,0,0,0,0,0,0,0,-0.4215
104,0,41,7,365,0,0,0,0,41,4,0,0,1,0,0,0,0,-0.8957
16959,0,123,617,2732,0,3,1,0,40,0,0,0,0,0,0,0,0,0.3612
7045,0,22,3,50,0,0,0,0,42,4,0,0,0,0,0,0,0,-0.4767
8528,0,323,22032,5846,0,2,0,0,28,0,0,0,0,0,0,0,0,-0.4588
16402,0,20,8,2587,0,0,0,0,33,1,0,0,1,0,0,0,0,-0.8658
13347,1,1198,77,268,0,1,1,0,26,0,0,0,0,0,0,0,0,-0.3612
12486,0,422,531,34531,0,0,0,0,25,1,0,0,0,0,0,0,0,0.5574
10910,0,3647,2273,11894,0,1,1,0,25,0,0,0,0,0,0,0,0,-0.2732
8843,0,426,20,6362,0,0,0,0,39,2,0,0,1,0,0,0,0,-0.7351
4030,0,4976,8695,41929,1,37,11,0,21,0,0,0,1,0,0,0,0,-0.3182
4363,1,795,84,5847,0,0,0,0,22,1,0,0,0,1,0,0,0,-0.8777
6999,0,1762,285,14589,0,0,0,0,33,1,1,0,0,0,0,0,0,-0.8934
10122,0,780,292,23878,0,0,1,0,32,0,0,0,0,0,0,0,0,-0.779
17527,0,1672,827,16670,0,0,0,0,54,10,0,0,1,0,0,0,0,-0.34
11709,0,3108,1196,21821,0,0,0,0,49,7,4,0,0,0,0,0,1,-0.34
3804,1,4066,22108,2679,0,0,0,1,34,0,0,1,0,0,0,0,0,-0.8934
1161,0,197,32,1834,0,0,0,0,24,12,0,0,0,0,0,0,0,0.0
5129,0,4808,1739,19874,0,1,0,0,20,0,0,0,0,0,0,0,0,-0.7351
14075,0,543,98,4339,0,0,0,0,25,0,0,0,0,0,0,0,0,-0.5106
5846,0,257,11,11586,0,0,0,0,21,2,0,0,0,0,0,0,0,0.0
2625,0,178,126,834,0,0,0,0,35,1,9,0,0,0,0,0,0,0.0
3917,0,349,150,13398,0,4,2,0,37,1,1,0,0,0,0,0,0,-0.4588
12414,0,2722,3013,5187,0,0,0,0,40,2,0,0,1,0,0,0,0,-0.8554
11897,0,669,298,8239,0,0,0,0,34,0,0,0,0,0,0,0,0,-0.9118
6327,0,288681,289488,5205,1,0,0,0,20,0,0,0,0,0,0,0,0,-0.2023
17112,0,268,274,19287,0,0,0,0,31,0,0,0,0,0,0,0,0,-0.5789
10386,1,839,466,17924,0,0,0,0,24,1,0,0,0,1,0,0,0,-0.5994
14746,0,4969,4197,167723,0,0,0,0,26,0,0,0,1,0,0,0,0,-0.7195
12434,0,4882,6273,2372,0,2,0,0,44,1,0,0,0,0,0,0,0,-0.9785
1506,0,247,151,1155,0,0,0,0,28,6,0,0,0,0,0,0,0,-0.34
8629,0,2204,378,29373,0,1,0,0,32,0,0,0,0,0,0,0,0,0.34
1562,0,32,2,211,0,0,0,1,29,3,1,0,0,0,0,0,0,-0.8957
1302,0,288,9,2317,0,0,0,0,22,10,0,0,1,0,1,0,0,0.0
17638,1,985,802,31691,0,3,3,0,64,25,0,0,0,1,0,0,0,-0.7558
15634,0,123,72,9629,0,5,0,1,53,6,0,0,0,0,1,0,0,-0.743
15856,0,372,35,3628,0,0,0,1,31,2,0,0,1,0,0,0,0,-0.959
15205,0,2716,3022,198,0,0,0,0,36,5,5,0,0,0,1,0,1,-0.8934
16990,0,3140,2738,7208,0,1,0,0,46,2,0,0,0,0,0,0,0,-0.9349
10831,0,270,58,20238,0,1,0,0,24,1,9,0,0,0,0,0,0,-0.6124
3396,0,4154,67056,190771,1,319,94,0,30,0,0,0,0,0,0,0,0,-0.7579
10453,0,310,84,35729,0,0,0,0,38,1,0,0,0,0,0,0,0,-0.128
15718,0,87,168,20219,0,0,0,1,39,5,0,0,0,0,0,0,0,-0.7435
15545,0,113,11,1075,0,0,0,0,28,1,0,0,0,0,0,0,0,0.7269
5603,0,5982,8192,75532,0,1,1,0,28,5,0,0,0,0,1,0,0,0.3612
4894,0,444,281,1069,0,2,0,0,27,0,0,0,0,0,0,0,0,-0.2023
112,1,1634,1736,42315,0,0,0,0,23,1,0,0,0,1,0,0,0,-0.3818
16399,0,571,26,1844,0,0,0,0,23,1,0,0,0,0,0,0,0,0.0
14606,0,770,126,16237,0,0,0,0,45,0,0,0,0,0,0,0,0,-0.7003
5705,0,5002,2177,10757,0,0,0,0,40,0,0,0,1,0,0,0,0,-0.9451
14611,0,5077,5073,21772,0,1,0,0,41,1,0,0,0,0,0,0,0,-0.9403
5126,0,553,416,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0.0
2887,0,677,256,16411,0,1,0,0,28,0,0,0,0,0,0,0,0,-0.4767
13940,1,55260,62319,48,0,2,2,0,36,0,0,0,0,0,0,0,0,0.0
3481,1,2077,1924,11336,0,0,0,0,38,1,0,0,0,1,0,0,0,0.4767
15890,0,1175,1406,6749,0,0,0,0,31,1,2,0,0,0,0,0,0,0.9666
10398,0,697,78,7923,0,0,0,0,39,1,0,0,1,0,0,0,0,-0.7003
16621,1,5198,46875,1872,0,3,2,1,23,1,0,0,0,1,0,0,0,-0.9081
957,0,2114,1377,41071,0,1,1,0,26,4,0,0,0,0,0,0,0,0.0
10185,0,3303,6281,44593,0,26,3,0,48,4,0,0,0,0,0,0,0,0.8934
10271,0,486,46,6582,0,0,0,0,21,1,0,0,1,0,0,0,0,0.765
11896,0,562,8497,1869,0,9,3,0,31,0,0,0,0,0,0,0,0,-0.6124
881,0,5001,3815,31630,0,17,20,0,37,3,0,0,0,0,0,0,0,-0.7351
7819,0,352,131647,2290,1,67,11,0,25,2,0,0,0,0,0,0,0,-0.4939
12663,0,3016,1956,27436,0,1,0,0,39,3,0,0,0,0,0,0,0,-0.7289
12094,0,394,1596,42525,0,0,0,0,36,2,1,0,0,0,1,0,0,-0.8225
2650,0,249,163,5493,0,0,0,0,52,5,0,0,0,0,0,0,0,0.0
10131,0,24,13,43,0,0,0,0,36,1,0,0,0,0,0,0,0,0.4404
12349,0,347,260601,126,1,12,2,0,29,0,0,0,1,0,0,0,0,0.0
5372,0,163,11,3995,0,3,8,0,37,1,0,0,0,0,0,0,0,0.0
2399,0,172,68,368,0,8,0,0,19,3,0,0,0,0,0,0,0,0.6707
4161,0,641,98,23647,0,0,0,0,28,0,0,0,0,0,0,0,0,0.6728
2666,0,2546,3047,95405,0,0,0,0,41,7,3,0,0,0,0,0,0,-0.6705
15755,0,5,39,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0.0
8453,0,29,6,62,0,0,0,0,30,1,0,0,0,0,0,0,0,-0.34
17835,0,76,116,8735,0,0,0,0,35,0,0,0,0,0,0,0,0,-0.7964
16531,0,1979,16643,20591,1,2110,598,0,36,0,0,0,0,0,0,0,0,-0.1027
10850,0,8466,8307,18128,0,0,1,0,20,9,0,0,0,0,0,0,0,-0.4767
13126,1,1,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,-0.7184
7136,0,361,896500,30700,1,149,21,0,32,0,0,0,0,0,0,0,0,0.9001
16831,0,2884,963,25857,0,0,0,0,26,16,0,0,0,0,1,0,0,0.0
1090,0,26104,23851,139152,0,38,16,0,44,1,0,0,0,0,0,0,0,-0.4588
13310,0,5000,3261,85200,0,8,3,0,25,3,1,0,1,0,0,0,0,-0.8225
13288,1,572,606,18953,0,0,0,0,22,0,0,0,0,0,0,0,0,-0.7184
3397,0,2199,1682,55552,0,0,0,0,20,2,0,0,0,0,0,0,0,-0.8402
8212,0,2990,4087,6549,0,2,1,0,25,1,2,0,0,0,1,0,0,0.8074
3188,0,976,414,71203,0,0,0,0,31,0,0,0,0,0,0,0,0,-0.5994
15407,0,3788,1084,9028,0,0,0,0,49,4,0,0,0,0,0,0,0,-0.5423
11718,0,6365,7566,82114,0,3,1,0,26,1,0,0,0,0,0,0,0,0.0
5657,0,34,38,9235,0,0,0,0,36,3,4,0,0,0,1,0,0,0.7003
4765,0,873,920,119677,0,0,0,0,46,2,0,0,0,0,0,0,0,-0.2732
1328,1,13279,13524,24328,0,0,0,0,33,0,0,0,0,0,0,0,0,0.8481
13082,0,1864,526,23581,0,1,1,1,24,2,0,0,0,0,0,0,0,-0.9403
2481,0,15926,15092,194550,0,85,74,0,37,0,4,0,0,0,0,0,0,-0.4767
14357,1,805,600,65294,0,0,0,0,21,0,0,1,0,0,0,0,0,0.34
7908,0,1264,669598,84393,1,2917,880,0,46,0,0,0,0,0,0,0,0,-0.7579
9793,0,448,306,1376,0,0,0,0,27,2,0,0,0,0,0,0,0,0.5106
5661,0,4555,4432,1213,0,1,0,1,28,0,0,0,0,0,0,0,0,-0.2905
10365,0,490,187,14766,0,0,0,0,26,0,4,0,0,0,0,0,0,0.0
12461,0,103,3,2269,0,0,0,0,35,1,0,0,1,0,0,0,0,-0.7003
13352,1,1742,875,6249,0,0,0,0,31,2,0,1,0,0,0,0,0,-0.91
3670,0,450,246,3636,0,3,0,0,31,2,0,0,0,0,0,0,0,-0.9545
2065,0,49,5,3793,0,0,0,0,20,4,0,0,0,0,0,0,0,0.6249
14706,0,513,579,6664,0,0,0,0,22,0,0,0,0,0,0,0,0,0.4019
12439,0,1732,873,6239,0,0,0,0,31,1,0,0,0,0,0,0,0,-0.8178
3023,0,1390,623,21179,0,0,0,0,28,2,10,0,1,0,0,0,0,-0.6705
1120,0,9,0,47,0,0,0,1,33,2,0,0,0,0,0,0,0,-0.8211
9352,0,1547,1044,3881,0,0,0,0,43,1,0,0,0,0,0,0,0,0.3612
5431,0,211,28,9230,0,0,0,0,31,2,0,0,0,0,1,0,0,0.4019
2079,0,1039,627,13314,0,1,0,0,41,3,0,0,0,0,0,0,0,-0.6597
2822,0,4664,5317,132792,0,2,1,0,25,1,0,0,0,0,0,0,0,-0.4215
921,0,244,271,31895,0,0,0,0,25,0,0,0,1,0,0,0,0,0.7506
13665,1,5590,5102,97747,0,1,0,0,23,2,0,0,0,0,0,0,0,-0.7506
17260,0,1931,11427,6546,0,9,2,0,39,0,0,0,0,0,0,0,0,0.5267
6477,0,118,27,3096,0,1,0,0,53,4,0,0,1,0,0,0,0,0.9485
11299,0,15,0,1,0,0,0,0,46,0,0,0,0,0,0,0,0,0.0
7562,0,578,1194,414,0,4,2,0,25,0,0,0,0,0,0,0,0,0.7906
12967,0,1575,1960,31394,0,0,0,0,21,3,0,0,0,0,0,0,0,0.7845
2028,0,77,8,429,0,0,0,0,39,2,0,0,0,0,0,0,0,-0.6486
11557,0,1574,4115,7939,0,1,0,0,20,0,0,0,0,0,0,0,0,0.0
12912,0,26823,27829,4190,0,1,0,0,40,1,1,0,1,0,0,0,0,-0.1779
4941,1,1622,1984,22,0,0,0,0,27,0,7,0,0,0,0,0,0,-0.25
14179,0,9913,10982,85463,0,1,0,0,53,17,2,0,1,0,0,0,0,0.9136
14735,0,553,713,17905,0,0,0,0,45,0,0,0,0,0,0,0,0,-0.8658
16863,0,879,45422,683,0,20,13,0,26,2,0,0,0,0,0,0,0,-0.5106
4094,0,7905,7198,180778,0,0,0,0,31,1,0,0,0,0,0,0,0,-0.8442
5090,1,6377,77713,143573,0,71,58,0,21,1,0,0,0,1,0,0,0,0.5859
7322,0,307,36,946,0,0,0,0,41,2,0,0,0,0,0,0,0,-0.9694
8239,0,38,4,719,0,0,0,0,39,7,0,0,0,0,1,0,0,-0.9578
12256,0,4989,2365,2834,0,2,1,0,40,0,0,0,0,0,0,0,0,-0.3226
12773,0,4940,12676,10321,0,0,0,0,31,1,1,0,0,0,0,0,0,0.0
5919,0,4565,1046,16061,0,1,0,0,37,2,0,0,1,0,0,0,0,0.7845
13080,1,639,167,279,0,0,0,0,37,1,3,0,0,1,0,0,1,-0.1531
4760,1,932,757,30148,0,0,0,0,38,24,0,0,0,1,0,0,0,0.0
2419,0,1064,276,43345,0,2,0,0,22,1,0,0,0,0,0,0,0,-0.1027
17392,0,19,9,70,0,0,0,1,43,7,0,0,1,0,1,0,0,-0.8481
3860,0,749,62,12756,0,0,0,1,38,1,1,0,0,0,0,0,0,-0.128
5444,0,4938,2568,47114,0,1,0,0,31,3,3,0,0,0,1,0,0,-0.4939
10295,0,1303,1800,5125,0,8,0,0,24,0,0,0,0,0,0,0,0,-0.296
12839,0,519,66142,201,1,71,16,0,42,0,0,0,0,0,0,0,0,0.7184
1427,0,226,22,179,0,0,0,0,30,9,0,0,1,0,0,0,0,0.1154
16037,0,249,651,146,0,0,0,0,25,1,0,0,0,0,0,0,0,0.0772
1856,0,1511,15253,7341,1,0,0,0,26,0,1,0,0,0,0,0,0,0.7964
14302,0,1736,529,15406,0,0,0,0,29,0,0,0,0,0,0,0,0,-0.7269
3735,1,2782,4752,22418,0,1,1,0,30,0,0,0,0,0,0,0,0,0.3612
11929,0,5,1,5,0,0,0,0,32,6,0,0,0,0,0,0,0,0.836
9532,0,9,0,47,0,0,0,1,37,1,0,0,0,0,0,0,0,-0.9559
6186,0,1843,6262,3039,1,6,3,0,22,4,1,0,0,0,0,0,0,0.0
15647,0,329,11,15224,0,0,0,0,24,12,0,0,1,0,1,0,0,0.0
11431,0,1257,1231,80,0,0,0,0,29,0,1,0,0,0,0,0,0,-0.3612
6402,0,749,681,38839,0,0,0,0,30,1,0,0,0,0,1,0,0,0.6335
4528,0,33,22,6565,0,1,0,1,30,1,1,0,0,0,1,0,0,-0.7003
9040,0,242,81,436,0,1,0,0,31,4,5,0,0,0,0,0,0,-0.6697
